Input,Expected,Predicted
"From the numbers 757 and 190, write the bigger number: ",757,"757, 190, 191, 193, 194, "
"Q: Which number is bigger, 229 or 708? A:",708,708? a:
"From the numbers 467 and 552, write the bigger number: ",552,"552, 1552, 1553, 1553, 15"
"Q: Of the numbers 786 and 179, which is bigger? A:",786,786? a:
"Q: Of the numbers 149 and 37, which is bigger? A:",149,"37, 149, 149? a:"
"From the numbers 928 and 160, write the bigger number: ",928,"928, 160, 161, 163, 163, "
"Q: Which number is bigger, 794 or 976? A:",976,976? a:
"From the numbers 651 and 782, write the bigger number: ",782,"782, 101, 111, 112, 112, "
"Q: Which number is bigger, 894 or 439? A:",894,894? a:
"From the numbers 127 and 535, write the bigger number: ",535,"535, 127, 128, 129, 129, "
"Q: Of the numbers 700 and 450, which is bigger? A:",700,"700, 600, 600, 600? a:"
"Q: Which number is bigger, 695 or 253? A:",695,695? a:
"From the numbers 573 and 381, write the bigger number: ",573,"573, 107, 117, 118, 118, "
"Q: Of the numbers 487 and 110, which is bigger? A:",487,487? a:
"Q: Which number is bigger, 571 or 31? A:",571,571? a:
"Q: Which number is bigger, 764 or 430? A:",764,764? a:
"Q: Which number is bigger, 53 or 115? A:",115,5361 - 5361? a:
"Q: Which number is bigger, 278 or 334? A:",334,334? a:
"Q: Which number is bigger, 199 or 636? A:",636,"636, 199, 199, 209, 209, "
"Q: Of the numbers 393 and 309, which is bigger? A:",393,"393, 393? a:"
"Q: Of the numbers 914 and 555, which is bigger? A:",914,914? a:
"Q: Of the numbers 747 and 602, which is bigger? A:",747,747? a:
"Q: Of the numbers 148 and 681, which is bigger? A:",681,681? a:
"Q: Which number is bigger, 864 or 400? A:",864,864? a:
"Q: Of the numbers 595 and 235, which is bigger? A:",595,"595, 695? a:"
"From the numbers 592 and 653, write the bigger number: ",653,"653, 653, 653, 653, 753, "
"From the numbers 137 and 538, write the bigger number: ",538,"538, 138, 139, 139, 139, "
"Q: Of the numbers 808 and 846, which is bigger? A:",846,846? a:
"Q: Which number is bigger, 307 or 594? A:",594,494? a:
"Q: Which number is bigger, 592 or 901? A:",901,901? a:
"From the numbers 610 and 890, write the bigger number: ",890,"890, 1090, 110, 111, 111,"
"From the numbers 528 and 409, write the bigger number: ",528,"528, 1028, 1128, 1129, 11"
"From the numbers 829 and 369, write the bigger number: ",829,"829, 169, 169, 169, 169, "
"From the numbers 131 and 522, write the bigger number: ",522,"522, 132, 133, 133, 133, "
"Q: Of the numbers 53 and 115, which is bigger? A:",115,"536, 115? a:"
"Q: Of the numbers 24 and 132, which is bigger? A:",132,"132, 132, 132, 132, 133, "
"Q: Which number is bigger, 508 or 391? A:",508,508? a:
"Q: Of the numbers 65 and 715, which is bigger? A:",715,715? a:
"From the numbers 487 and 110, write the bigger number: ",487,"487, 110, 111, 111, 111, "
"Q: Which number is bigger, 672 or 250? A:",672,672? a:
"From the numbers 879 and 793, write the bigger number: ",879,"879, 1079, 1179, 1179, 11"
"Q: Of the numbers 114 and 775, which is bigger? A:",775,775? a:
"From the numbers 363 and 269, write the bigger number: ",363,"363, 269, 269, 269, 269, "
"From the numbers 390 and 587, write the bigger number: ",587,"587, 1087, 1188, 1188, 11"
"Q: Which number is bigger, 138 or 300? A:",300,300? a:
"Q: Of the numbers 846 and 436, which is bigger? A:",846,846? a:
"From the numbers 309 and 466, write the bigger number: ",466,"466, 109, 110, 111, 112, "
"Q: Of the numbers 348 and 15, which is bigger? A:",348,348 and 151? a:
"Q: Of the numbers 639 and 919, which is bigger? A:",919,919? a:
"Q: Which number is bigger, 221 or 562? A:",562,562? a:
"From the numbers 901 and 520, write the bigger number: ",901,"901, 120, 120, 120, 120, "
"From the numbers 404 and 130, write the bigger number: ",404,"404, 130, 130, 130, 130, "
"Q: Which number is bigger, 260 or 749? A:",749,749? a:
"Q: Of the numbers 305 and 60, which is bigger? A:",305,605? a:
"From the numbers 846 and 520, write the bigger number: ",846,"846, 122, 122, 123, 123, "
"Q: Which number is bigger, 708 or 317? A:",708,708? a:
"Q: Which number is bigger, 892 or 335? A:",892,892? a:
"Q: Of the numbers 887 and 990, which is bigger? A:",990,990? a:
"Q: Of the numbers 516 and 292, which is bigger? A:",516,516? a:
"Q: Which number is bigger, 990 or 498? A:",990,990? a:
"Q: Of the numbers 308 and 97, which is bigger? A:",308,"97, 97, 97, 97, 97, 97, 9"
"Q: Which number is bigger, 411 or 604? A:",604,604? a:
"Q: Which number is bigger, 221 or 552? A:",552,552? a:
"Q: Of the numbers 454 and 810, which is bigger? A:",810,810? a:
"From the numbers 510 and 188, write the bigger number: ",510,"510, 188, 189, 190, 193, "
"Q: Which number is bigger, 507 or 512? A:",512,512? a:
"From the numbers 492 and 279, write the bigger number: ",492,"492, 179, 179, 179, 179, "
"From the numbers 708 and 317, write the bigger number: ",708,"708, 117, 128, 129, 129, "
"Q: Which number is bigger, 423 or 185? A:",423,423? a:
"From the numbers 950 and 369, write the bigger number: ",950,"950, 160, 161, 162, 163, "
"Q: Which number is bigger, 101 or 723? A:",723,723? a:
"Q: Which number is bigger, 523 or 772? A:",772,672? a:
"Q: Of the numbers 829 and 369, which is bigger? A:",829,829? a:
"Q: Of the numbers 203 and 466, which is bigger? A:",466,466? a:
"From the numbers 854 and 342, write the bigger number: ",854,"854, 1054, 1155, 1156, 11"
"Q: Of the numbers 651 and 142, which is bigger? A:",651,651? a:
"Q: Which number is bigger, 309 or 549? A:",549,409? a:
"Q: Of the numbers 564 and 140, which is bigger? A:",564,564? a:
"Q: Of the numbers 20 and 883, which is bigger? A:",883,"883, 783, 783, 783? a:"
"From the numbers 260 and 749, write the bigger number: ",749,"749, 164, 165, 166, 167, "
"Q: Of the numbers 374 and 540, which is bigger? A:",540,540? a:
"Q: Which number is bigger, 881 or 248? A:",881,881? a:
"Q: Which number is bigger, 72 or 140? A:",140,721? a:
"Q: Which number is bigger, 74 or 866? A:",866,866? a:
"From the numbers 772 and 549, write the bigger number: ",772,"672, 144, 154, 155, 156, "
"Q: Of the numbers 217 and 670, which is bigger? A:",670,670? a:
"Q: Of the numbers 23 and 696, which is bigger? A:",696,696? a:
"Q: Of the numbers 321 and 800, which is bigger? A:",800,800? a:
"Q: Which number is bigger, 948 or 547? A:",948,948? a:
"Q: Which number is bigger, 469 or 777? A:",777,7777? a:
"Q: Which number is bigger, 540 or 207? A:",540,540? a:
"Q: Of the numbers 367 and 493, which is bigger? A:",493,"493, 493? a:"
"Q: Of the numbers 210 and 872, which is bigger? A:",872,872? a:
"From the numbers 123 and 59, write the bigger number: ",123,"59, 123, 123, 123, 123, 1"
"From the numbers 781 and 153, write the bigger number: ",781,"781, 153, 153, 153, 153, "
"Q: Of the numbers 940 and 164, which is bigger? A:",940,940? a:
"From the numbers 929 and 842, write the bigger number: ",929,"929, 1042, 1142, 1153, 11"
"From the numbers 915 and 448, write the bigger number: ",915,"915, 151, 162, 163, 163, "
"From the numbers 720 and 576, write the bigger number: ",720,"676, 177, 178, 179, 179, "
"Q: Which number is bigger, 62 or 802? A:",802,802? a:
"From the numbers 147 and 576, write the bigger number: ",576,"576, 147, 148, 158, 159, "
"From the numbers 482 and 202, write the bigger number: ",482,"482, 202, 202, 202, 202, "
"From the numbers 720 and 739, write the bigger number: ",739,"720, 102, 112, 113, 113, "
"Q: Which number is bigger, 914 or 555? A:",914,914? a:
"Q: Of the numbers 546 and 350, which is bigger? A:",546,546? a:
"From the numbers 541 and 97, write the bigger number: ",541,"97, 107, 117, 118, 118, 1"
"Q: Which number is bigger, 18 or 929? A:",929,"929, 1829, 1839, 1839, 18"
"From the numbers 839 and 45, write the bigger number: ",839,"839, 1039, 1139, 1139, 11"
"Q: Which number is bigger, 383 or 675? A:",675,775? a:
"Q: Of the numbers 672 and 744, which is bigger? A:",744,744? a:
"Q: Which number is bigger, 740 or 187? A:",740,740? a:
"From the numbers 320 and 111, write the bigger number: ",320,"320, 111, 111, 111, 112, "
"Q: Of the numbers 445 and 528, which is bigger? A:",528,528? a:
"From the numbers 157 and 694, write the bigger number: ",694,"694, 694, 695, 695, 695, "
"Q: Of the numbers 912 and 28, which is bigger? A:",912,912? a:
"Q: Of the numbers 534 and 46, which is bigger? A:",534,"534, 634? a:"
"Q: Which number is bigger, 206 or 306? A:",306,"306, 206, 207, 207, 207, "
"Q: Which number is bigger, 852 or 713? A:",852,852? a:
"Q: Of the numbers 11 and 847, which is bigger? A:",847,847? a:
"Q: Of the numbers 29 and 920, which is bigger? A:",920,920? a:
"Q: Which number is bigger, 194 or 262? A:",262,"262, 262, 262, 262, 263, "
"From the numbers 197 and 95, write the bigger number: ",197,"95, 197, 198, 199, 200, 2"
"From the numbers 239 and 287, write the bigger number: ",287,"287, 287, 288, 289, 289, "
"Q: Which number is bigger, 814 or 826? A:",826,814? a:
"From the numbers 658 and 588, write the bigger number: ",658,"658, 1088, 1189, 1189, 11"
"From the numbers 462 and 438, write the bigger number: ",462,"472, 137, 137, 138, 139, "
"Q: Of the numbers 593 and 269, which is bigger? A:",593,"593, 693? a:"
"Q: Which number is bigger, 356 or 704? A:",704,704? a:
"From the numbers 11 and 847, write the bigger number: ",847,"847, 114, 115, 115, 115, "
"Q: Of the numbers 738 and 497, which is bigger? A:",738,738? a:
"From the numbers 48 and 615, write the bigger number: ",615,"615, 615, 615, 615, 615, "
"Q: Of the numbers 407 and 905, which is bigger? A:",905,905? a:
"Q: Which number is bigger, 299 or 784? A:",784,784? a:
"Q: Of the numbers 459 and 931, which is bigger? A:",931,931? a:
"Q: Which number is bigger, 342 or 650? A:",650,750? a:
"From the numbers 634 and 581, write the bigger number: ",634,"634, 1081, 1092, 1093, 10"
"Q: Of the numbers 716 and 385, which is bigger? A:",716,716? a:
"From the numbers 990 and 498, write the bigger number: ",990,"990, 1990, 1992, 1994, 19"
"Q: Which number is bigger, 749 or 441? A:",749,749? a:
"Q: Which number is bigger, 645 or 521? A:",645,645? a:
"Q: Which number is bigger, 538 or 732? A:",732,632? a:
"From the numbers 876 and 35, write the bigger number: ",876,"876, 1076, 1176, 1176, 11"
"Q: Of the numbers 514 and 944, which is bigger? A:",944,9441? a:
"Q: Of the numbers 444 and 901, which is bigger? A:",901,901? a:
"Q: Which number is bigger, 676 or 514? A:",676,676 or 514? a:
"Q: Of the numbers 954 and 358, which is bigger? A:",954,"954, 954, 955? a:"
"Q: Of the numbers 50 and 375, which is bigger? A:",375,"475, 685, 685? a:"
"Q: Which number is bigger, 437 or 280? A:",437,437? a:
"Q: Of the numbers 586 and 983, which is bigger? A:",983,983? a:
"From the numbers 455 and 45, write the bigger number: ",455,"455, 100, 110, 111, 111, "
"Q: Which number is bigger, 902 or 427? A:",902,902? a:
"From the numbers 152 and 264, write the bigger number: ",264,"264, 265, 266, 267, 267, "
"Q: Which number is bigger, 737 or 196? A:",737,737? a:
"Q: Which number is bigger, 374 or 859? A:",859,859? a:
"Q: Of the numbers 810 and 529, which is bigger? A:",810,810? a:
"Q: Of the numbers 484 and 603, which is bigger? A:",603,"603, 603, 603? a:"
"Q: Which number is bigger, 738 or 497? A:",738,738? a:
"From the numbers 620 and 766, write the bigger number: ",766,"766, 766, 766, 767, 767, "
"Q: Of the numbers 74 and 439, which is bigger? A:",439,749? a:
"Q: Of the numbers 231 and 397, which is bigger? A:",397,397? a:
"From the numbers 260 and 36, write the bigger number: ",260,"360, 160, 160, 160, 160, "
"From the numbers 42 and 936, write the bigger number: ",936,"936, 1936, 1937, 1937, 19"
"Q: Which number is bigger, 467 or 552? A:",552,552? a:
"From the numbers 520 and 997, write the bigger number: ",997,"997, 1020, 1120, 1130, 11"
"From the numbers 221 and 552, write the bigger number: ",552,"552, 1052, 1052, 1053, 10"
"Q: Of the numbers 676 and 306, which is bigger? A:",676,676? a:
"Q: Of the numbers 402 and 670, which is bigger? A:",670,670? a:
"From the numbers 767 and 564, write the bigger number: ",767,"667, 166, 167, 167, 167, "
"Q: Which number is bigger, 321 or 800? A:",800,800? a:
"Q: Which number is bigger, 654 or 144? A:",654,654? a:
"Q: Which number is bigger, 924 or 911? A:",924,924? a:
"Q: Which number is bigger, 309 or 466? A:",466,4666666666666666666666666
"Q: Of the numbers 741 and 817, which is bigger? A:",817,817? a:
"From the numbers 917 and 705, write the bigger number: ",917,"917, 1017, 111, 112, 112,"
"Q: Of the numbers 138 and 300, which is bigger? A:",300,"300, 138? a:"
"Q: Of the numbers 467 and 552, which is bigger? A:",552,"552, 1552, 1552, 1553, 15"
"Q: Which number is bigger, 124 or 940? A:",940,940? a:
"From the numbers 374 and 540, write the bigger number: ",540,"540, 1440, 1540, 1540, 15"
"Q: Of the numbers 709 and 527, which is bigger? A:",709,609? a:
"Q: Which number is bigger, 74 or 948? A:",948,948? a:
"Q: Which number is bigger, 555 or 231? A:",555,555? a:
"From the numbers 636 and 826, write the bigger number: ",826,"826, 1026, 1126, 1136, 11"
"Q: Of the numbers 355 and 817, which is bigger? A:",817,817? a:
"Q: Which number is bigger, 941 or 632? A:",941,941? a:
"Q: Of the numbers 403 and 386, which is bigger? A:",403,"403, 603, 603? a:"
"Q: Of the numbers 383 and 226, which is bigger? A:",383,"383, 383? a:"
"From the numbers 863 and 860, write the bigger number: ",863,"860, 1060, 1160, 1160, 11"
"Q: Which number is bigger, 751 or 410? A:",751,751? a:
"Q: Which number is bigger, 275 or 435? A:",435,435? a:
"Q: Of the numbers 26 and 783, which is bigger? A:",783,"783, 783, 783, 783? a:"
"Q: Which number is bigger, 766 or 978? A:",978,978? a:
"Q: Of the numbers 774 and 926, which is bigger? A:",926,926? a:
"From the numbers 995 and 163, write the bigger number: ",995,"995, 163, 163, 163, 163, "
"Q: Which number is bigger, 605 or 642? A:",642,652? a:
"From the numbers 296 and 185, write the bigger number: ",296,"185, 185, 186, 187, 188, "
"Q: Which number is bigger, 632 or 260? A:",632,632? a:
"From the numbers 946 and 761, write the bigger number: ",946,"946, 1076, 1176, 1176, 11"
"Q: Of the numbers 328 and 843, which is bigger? A:",843,843? a:
"Q: Which number is bigger, 508 or 249? A:",508,508? a:
"Q: Which number is bigger, 642 or 273? A:",642,642? a:
"Q: Of the numbers 260 and 749, which is bigger? A:",749,749? a:
"Q: Which number is bigger, 573 or 550? A:",573,563? a:
"Q: Which number is bigger, 390 or 587? A:",587,587? a:
"From the numbers 678 and 278, write the bigger number: ",678,"678, 278, 278, 278, 279, "
"Q: Of the numbers 586 and 393, which is bigger? A:",586,586? a:
"Q: Of the numbers 721 and 829, which is bigger? A:",829,829? a:
"Q: Which number is bigger, 846 or 520? A:",846,846? a:
"Q: Of the numbers 284 and 388, which is bigger? A:",388,388? a:
"From the numbers 451 and 21, write the bigger number: ",451,"451, 21, 21, 222, 223, 22"
"From the numbers 677 and 477, write the bigger number: ",677,"677, 167, 167, 168, 169, "
"Q: Of the numbers 432 and 729, which is bigger? A:",729,729? a:
"From the numbers 366 and 277, write the bigger number: ",366,"366, and 277, which is bi"
"From the numbers 629 and 512, write the bigger number: ",629,"629, 112, 113, 113, 113, "
"From the numbers 97 and 393, write the bigger number: ",393,"97, 197, 198, 199, 200, 2"
"Q: Of the numbers 986 and 619, which is bigger? A:",986,986? a:
"Q: Of the numbers 449 and 926, which is bigger? A:",926,926? a:
"Q: Which number is bigger, 913 or 350? A:",913,913? a:
"Q: Of the numbers 609 and 293, which is bigger? A:",609,"609, 609? a:"
"Q: Which number is bigger, 415 or 253? A:",415,415 or 253? a:
"From the numbers 486 and 491, write the bigger number: ",491,"491, 192, 193, 194, 194, "
"From the numbers 351 and 599, write the bigger number: ",599,"599, 1099, 110, 111, 112,"
"From the numbers 867 and 755, write the bigger number: ",867,"866, 1066, 1176, 1176, 11"
"From the numbers 60 and 395, write the bigger number: ",395,"705, 100, 110, 111, 111, "
"Q: Which number is bigger, 576 or 569? A:",576,5769? a:
"Q: Of the numbers 854 and 342, which is bigger? A:",854,854? a:
"Q: Of the numbers 681 and 432, which is bigger? A:",681,681? a:
"From the numbers 940 and 164, write the bigger number: ",940,"940, 164, 165, 166, 167, "
"Q: Which number is bigger, 114 or 83? A:",114,83? a:
"Q: Of the numbers 190 and 939, which is bigger? A:",939,939? a:
"Q: Of the numbers 351 and 948, which is bigger? A:",948,948? a:
"From the numbers 74 and 866, write the bigger number: ",866,"866, 1076, 1176, 1176, 11"
"Q: Of the numbers 767 and 564, which is bigger? A:",767,667? a:
"Q: Which number is bigger, 395 or 119? A:",395,119? a:
"Q: Which number is bigger, 830 or 419? A:",830,830? a:
"Q: Of the numbers 838 and 696, which is bigger? A:",838,838? a:
"Q: Which number is bigger, 308 or 97? A:",308,979? a:
"Q: Which number is bigger, 529 or 813? A:",813,813? a:
"Q: Which number is bigger, 736 or 243? A:",736,736? a:
"Q: Which number is bigger, 891 or 777? A:",891,891? a:
"Q: Of the numbers 679 and 400, which is bigger? A:",679,679? a:
"Q: Which number is bigger, 946 or 761? A:",946,946 or 761? a:
"From the numbers 116 and 934, write the bigger number: ",934,"934, 116, 117, 117, 118, "
"Q: Which number is bigger, 137 or 442? A:",442,"442, 137 or 442? a:"
"Q: Which number is bigger, 249 or 39? A:",249,399? a:
"From the numbers 157 and 134, write the bigger number: ",157,"144, 145, 146, 147, 147, "
"From the numbers 65 and 601, write the bigger number: ",601,"651, 100, 110, 111, 111, "
"Q: Of the numbers 448 and 653, which is bigger? A:",653,653? a:
"Q: Of the numbers 608 and 524, which is bigger? A:",608,608? a:
"Q: Of the numbers 948 and 547, which is bigger? A:",948,948? a:
"From the numbers 940 and 508, write the bigger number: ",940,"940, 1008, 1108, 1118, 11"
"Q: Which number is bigger, 206 or 817? A:",817,817? a:
"From the numbers 278 and 585, write the bigger number: ",585,"585, 1085, 1186, 1186, 11"
"From the numbers 533 and 486, write the bigger number: ",533,"533, 103, 113, 113, 113, "
"Q: Which number is bigger, 195 or 72? A:",195,72? a:
"Q: Which number is bigger, 257 or 606? A:",606,606? a:
"Q: Of the numbers 260 and 36, which is bigger? A:",260,"360, 360? a:"
"Q: Which number is bigger, 116 or 570? A:",570,570? a:
"Q: Of the numbers 457 and 74, which is bigger? A:",457,747? a:
"From the numbers 597 and 105, write the bigger number: ",597,"597, 105, 115, 116, 117, "
"Q: Which number is bigger, 998 or 763? A:",998,998? a:
"Q: Of the numbers 571 and 73, which is bigger? A:",571,671? a:
"Q: Of the numbers 451 and 173, which is bigger? A:",451,"451, 173, 173, 173, 173, "
"Q: Of the numbers 538 and 370, which is bigger? A:",538,"470, 638? a:"
"Q: Which number is bigger, 460 or 272? A:",460,460? a:
"Q: Which number is bigger, 610 or 890? A:",890,890? a:
"Q: Of the numbers 450 and 986, which is bigger? A:",986,986? a:
"Q: Which number is bigger, 966 or 846? A:",966,9666666666666666666666666
"From the numbers 129 and 526, write the bigger number: ",526,"526, 129, 129, 129, 129, "
"Q: Of the numbers 114 and 83, which is bigger? A:",114,"83, 93, 93, 93, 93, 93, 9"
"From the numbers 586 and 701, write the bigger number: ",701,"686, 701, 702, 702, 702, "
"Q: Which number is bigger, 909 or 859? A:",909,909? a:
"From the numbers 697 and 972, write the bigger number: ",972,"972, 1972, 1973, 1974, 19"
"Q: Of the numbers 885 and 558, which is bigger? A:",885,885? a:
"Q: Of the numbers 78 and 38, which is bigger? A:",78,78 and 38?
"Q: Of the numbers 913 and 350, which is bigger? A:",913,913? a:
"Q: Which number is bigger, 748 or 964? A:",964,9648? a:
"From the numbers 587 and 942, write the bigger number: ",942,"942, 1942, 1942, 1943, 19"
"From the numbers 957 and 676, write the bigger number: ",957,"957, 1076, 1176, 1187, 11"
"Q: Of the numbers 187 and 945, which is bigger? A:",945,"945, 945, 945? a:"
"Q: Of the numbers 269 and 827, which is bigger? A:",827,827? a:
"Q: Which number is bigger, 490 or 274? A:",490,490? a:
"From the numbers 749 and 441, write the bigger number: ",749,"749, 144, 154, 155, 156, "
"From the numbers 853 and 251, write the bigger number: ",853,"853, 251, 251, 251, 252, "
"From the numbers 848 and 981, write the bigger number: ",981,"981, 1981, 1982, 1983, 19"
"Q: Which number is bigger, 463 or 654? A:",654,654? a:
"Q: Of the numbers 994 and 624, which is bigger? A:",994,994? a:
"Q: Of the numbers 268 and 441, which is bigger? A:",441,441? a:
"Q: Of the numbers 670 and 982, which is bigger? A:",982,982? a:
"Q: Of the numbers 307 and 594, which is bigger? A:",594,"594, 694? a:"
"From the numbers 946 and 228, write the bigger number: ",946,"946, 128, 129, 129, 129, "
"From the numbers 114 and 775, write the bigger number: ",775,"775, 775, 775, 775, 775, "
"Q: Of the numbers 888 and 15, which is bigger? A:",888,"888, 150? a:"
"From the numbers 651 and 142, write the bigger number: ",651,"651, 142, 152, 153, 154, "
"Q: Of the numbers 675 and 246, which is bigger? A:",675,675? a:
"From the numbers 734 and 428, write the bigger number: ",734,"734, 122, 122, 123, 123, "
"Q: Which number is bigger, 604 or 446? A:",604,604? a:
"Q: Of the numbers 835 and 52, which is bigger? A:",835,835? a:
"From the numbers 274 and 565, write the bigger number: ",565,"565, 1665, 1676, 1677, 16"
"Q: Which number is bigger, 143 or 248? A:",248,"248, 248, 248, 249, 249, "
"Q: Of the numbers 893 and 793, which is bigger? A:",893,893? a:
"From the numbers 952 and 257, write the bigger number: ",952,"952, 257, 258, 259, 259, "
"Q: Which number is bigger, 63 or 378? A:",378,"737, 737, 737? a:"
"Q: Of the numbers 143 and 248, which is bigger? A:",248,"143, 143, 143? a:"
"Q: Which number is bigger, 496 or 558? A:",558,558? a:
"Q: Of the numbers 829 and 138, which is bigger? A:",829,829? a:
"From the numbers 986 and 464, write the bigger number: ",986,"986, 1076, 1176, 1187, 11"
"Q: Which number is bigger, 198 or 894? A:",894,894? a:
"From the numbers 355 and 817, write the bigger number: ",817,"817, 1017, 111, 112, 112,"
"From the numbers 912 and 28, write the bigger number: ",912,"912, 1812, 1813, 1814, 18"
"Q: Which number is bigger, 389 or 611? A:",611,711? a:
"From the numbers 571 and 31, write the bigger number: ",571,"571, 121, 122, 123, 123, "
"Q: Which number is bigger, 546 or 350? A:",546,546 or 350? a:
"From the numbers 703 and 290, write the bigger number: ",703,"703, 290, 290, 291, 293, "
"Q: Of the numbers 260 and 553, which is bigger? A:",553,553? a:
"From the numbers 411 and 389, write the bigger number: ",411,"411, 100, 111, 111, 111, "
"From the numbers 891 and 359, write the bigger number: ",891,"891, 1091, 1192, 1193, 11"
"Q: Of the numbers 96 and 402, which is bigger? A:",402,"962, 962, 962, 962, 962, "
"Q: Which number is bigger, 867 or 756? A:",867,867? a:
"Q: Which number is bigger, 464 or 941? A:",941,941? a:
"Q: Which number is bigger, 607 or 773? A:",773,773? a:
"Q: Of the numbers 161 and 759, which is bigger? A:",759,759? a:
"Q: Of the numbers 595 and 495, which is bigger? A:",595,"595, 695? a:"
"Q: Of the numbers 741 and 816, which is bigger? A:",816,816? a:
"From the numbers 179 and 643, write the bigger number: ",643,"643, 643, 643, 644, 644, "
"Q: Which number is bigger, 845 or 981? A:",981,981? a:
"Q: Which number is bigger, 678 or 278? A:",678,678? a:
"Q: Of the numbers 137 and 538, which is bigger? A:",538,538? a:
"Q: Of the numbers 92 and 617, which is bigger? A:",617,927? a:
"Q: Which number is bigger, 158 or 292? A:",292,158? a:
"Q: Of the numbers 864 and 530, which is bigger? A:",864,864? a:
"Q: Of the numbers 982 and 26, which is bigger? A:",982,"982, 982, 982? a:"
"Q: Of the numbers 153 and 406, which is bigger? A:",406,406? a:
"Q: Which number is bigger, 212 or 858? A:",858,858? a:
"Q: Of the numbers 455 and 45, which is bigger? A:",455,455 and 455? a:
"Q: Which number is bigger, 773 or 142? A:",773,773? a:
"From the numbers 942 and 736, write the bigger number: ",942,"942, 1942, 1942, 1943, 19"
"Q: Which number is bigger, 480 or 93? A:",480,939? a:
"Q: Which number is bigger, 795 or 75? A:",795,795? a:
"Q: Which number is bigger, 196 or 694? A:",694,694? a:
"From the numbers 953 and 229, write the bigger number: ",953,"953, 229, 229, 229, 229, "
"Q: Of the numbers 676 and 514, which is bigger? A:",676,676 and 514? a:
"Q: Which number is bigger, 355 or 723? A:",723,723? a:
"Q: Which number is bigger, 188 or 872? A:",872,872? a:
"Q: Of the numbers 645 and 521, which is bigger? A:",645,645 and 521? a:
"From the numbers 707 and 884, write the bigger number: ",884,"884, 1084, 1185, 1186, 11"
"Q: Of the numbers 473 and 152, which is bigger? A:",473,473? a:
"Q: Of the numbers 766 and 847, which is bigger? A:",847,847? a:
"Q: Of the numbers 702 and 80, which is bigger? A:",702,802? a:
"From the numbers 25 and 343, write the bigger number: ",343,"343, 343, 343, 343, 343, "
