Input,Expected,Predicted
"Q: Of the words ""worse"" and ""platform"" which one has more letters? A:",platform,platform? a:
"Q: Which word has more letters, ""might"" or ""platform""? A:",platform,"platform"" or ""platform""? "
"Q: Of the words ""like"" and ""camping"" which one has more letters? A:",camping,camping? a:
"Q: Which word is longer, ""hi"" or ""mouse""? A:",mouse,"hi"" or ""hi""? a:"
"Q: Which word has more letters, ""job"" or ""single""? A:",single,"single""? a:"
"Q: Of the words ""far"" and ""bother"" which one has more letters? A:",bother,"bother""? a:"
"Q: Which word is longer, ""playground"" or ""pray""? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""policeman"" or ""have""? A:",policeman,policeman? a:
"Q: Which word has more letters, ""child"" or ""by""? A:",child,"by"" or ""by""? a:"
"Q: Which word has more letters, ""favorite"" or ""about""? A:",favorite,"about"" or ""favorite""? a:"
"Q: Which word has more letters, ""century"" or ""lose""? A:",century,century? a:
"Q: Which word has more letters, ""playground"" or ""menu""? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""something"" or ""best""? A:",something,best?
"Q: Which word is longer, ""long"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""smoking"" or ""page""? A:",smoking,smoking? a:
"Q: Which word is longer, ""scarf"" or ""computer""? A:",computer,computer?
"Q: Which word has more letters, ""home"" or ""daughter""? A:",daughter,"daughter""? a:"
"Q: Which word is longer, ""path"" or ""special""? A:",special,"special""? a:"
"Q: Of the words ""walking"" and ""city"" which one has more letters? A:",walking,"walking"" and ""walking""? a"
"Q: Of the words ""castle"" and ""wet"" which one has more letters? A:",castle,wet?
"Q: Which word is longer, ""platform"" or ""new""? A:",platform,platform? a:
"Q: Which word has more letters, ""curtain"" or ""fat""? A:",curtain,curtain? a:
"Q: Which word has more letters, ""neighbor"" or ""him""? A:",neighbor,him? a:
"Q: Of the words ""various"" and ""desk"" which one has more letters? A:",various,various? a:
"Q: Of the words ""playground"" and ""air"" which one has more letters? A:",playground,playground? a:
"Q: Of the words ""mosque"" and ""he"" which one has more letters? A:",mosque,mosque? a:
"Q: Of the words ""himself"" and ""playground"" which one has more letters? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""favorite"" or ""about""? A:",favorite,"about"" or ""favorite""? a:"
"Q: Which word is longer, ""pay"" or ""parent""? A:",parent,"parent""? a:"
"Q: Which word has more letters, ""upset"" or ""policeman""? A:",policeman,"policeman""? a:"
"Q: Which word is longer, ""box"" or ""strong""? A:",strong,strong?
"Q: Of the words ""playground"" and ""pray"" which one has more letters? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""buy"" or ""software""? A:",software,"buy"" or ""software""? a:"
"Q: Of the words ""problem"" and ""like"" which one has more letters? A:",problem,problem? a:
"Q: Which word is longer, ""question"" or ""west""? A:",question,question? a:
"Q: Of the words ""chemistry"" and ""he"" which one has more letters? A:",chemistry,"hey, hey, hey, hey, hey, "
"Q: Of the words ""set"" and ""special"" which one has more letters? A:",special,set?
"Q: Which word has more letters, ""cousin"" or ""hey""? A:",cousin,"hey, cousin? a:"
"Q: Which word is longer, ""come"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""star"" and ""quickly"" which one has more letters? A:",quickly,quickly? a:
"Q: Which word is longer, ""playground"" or ""careful""? A:",playground,playground? a:
"Q: Which word is longer, ""playground"" or ""mad""? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""mug"" or ""silver""? A:",silver,silver? a:
"Q: Of the words ""something"" and ""news"" which one has more letters? A:",something,news? a:
"Q: Of the words ""fashion"" and ""gym"" which one has more letters? A:",fashion,gym? a:
"Q: Which word has more letters, ""customer"" or ""left""? A:",customer,customer? a:
"Q: Which word is longer, ""blanket"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""itself"" and ""jam"" which one has more letters? A:",itself,"itself""? a:"
"Q: Which word has more letters, ""wonderful"" or ""windy""? A:",wonderful,windy? a:
"Q: Which word has more letters, ""low"" or ""daughter""? A:",daughter,"daughter""? a:"
"Q: Which word is longer, ""question"" or ""hot""? A:",question,question? a:
"Q: Which word is longer, ""with"" or ""discount""? A:",discount,discount? a:
"Q: Which word has more letters, ""white"" or ""postcard""? A:",postcard,postcard? a:
"Q: Which word is longer, ""way"" or ""should""? A:",should,"should""? a:"
"Q: Which word has more letters, ""improve"" or ""the""? A:",improve,"the""? a:"
"Q: Which word has more letters, ""cut"" or ""wonderful""? A:",wonderful,"wonderful""? a:"
"Q: Which word is longer, ""fast"" or ""playground""? A:",playground,playground? a:
"Q: Of the words ""sad"" and ""dinosaur"" which one has more letters? A:",dinosaur,dinosaur? a:
"Q: Which word has more letters, ""of"" or ""towel""? A:",towel,towel?
"Q: Of the words ""next"" and ""dangerous"" which one has more letters? A:",dangerous,dangerous? a:
"Q: Of the words ""wonderful"" and ""windy"" which one has more letters? A:",wonderful,windy? a:
"Q: Which word has more letters, ""boyfriend"" or ""kid""? A:",boyfriend,"kid"" or ""boyfriend""? a:"
"Q: Of the words ""walk"" and ""policeman"" which one has more letters? A:",policeman,"policeman""? a:"
"Q: Which word has more letters, ""honey"" or ""to""? A:",honey,"to"" or ""to""? a:"
"Q: Which word has more letters, ""ring"" or ""policeman""? A:",policeman,"policeman""? a:"
"Q: Which word is longer, ""mosque"" or ""he""? A:",mosque,"he""? a:"
"Q: Which word is longer, ""playground"" or ""fine""? A:",playground,playground? a:
"Q: Of the words ""on"" and ""grape"" which one has more letters? A:",grape,one grape? a:
"Q: Which word is longer, ""playground"" or ""once""? A:",playground,playground? a:
"Q: Which word has more letters, ""picture"" or ""sit""? A:",picture,picture? a:
"Q: Which word is longer, ""case"" or ""singular""? A:",singular,case?
"Q: Which word is longer, ""exam"" or ""document""? A:",document,document? a:
"Q: Of the words ""customer"" and ""left"" which one has more letters? A:",customer,"left""? a:"
"Q: Which word is longer, ""so"" or ""course""? A:",course,"course, ""so"" or ""so""? a:"
"Q: Which word has more letters, ""flight"" or ""set""? A:",flight,flight? a:
"Q: Which word has more letters, ""something"" or ""talk""? A:",something,"something""? a:"
"Q: Which word has more letters, ""keyboard"" or ""climb""? A:",keyboard,"keyboard"" or ""climb""? a:"
"Q: Of the words ""large"" and ""be"" which one has more letters? A:",large,"be"" or ""be""? a:"
"Q: Which word is longer, ""how"" or ""century""? A:",century,how? a:
"Q: Which word is longer, ""low"" or ""broken""? A:",broken,broken?
"Q: Which word is longer, ""do"" or ""beach""? A:",beach,beach? a:
"Q: Which word has more letters, ""do"" or ""group""? A:",group,group? a:
"Q: Which word has more letters, ""enough"" or ""wet""? A:",enough,enough? a:
"Q: Which word has more letters, ""pocket"" or ""fun""? A:",pocket,pocket? a:
"Q: Which word is longer, ""grow"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""boyfriend"" or ""shop""? A:",boyfriend,boyfriend? a:
"Q: Of the words ""lunchtime"" and ""worse"" which one has more letters? A:",lunchtime,worse?
"Q: Of the words ""fashion"" and ""hard"" which one has more letters? A:",fashion,harder? a:
"Q: Which word is longer, ""fog"" or ""something""? A:",something,fog?
"Q: Of the words ""bother"" and ""say"" which one has more letters? A:",bother,"bother""? a:"
"Q: Of the words ""company"" and ""pink"" which one has more letters? A:",company,pink? a:
"Q: Of the words ""up"" and ""video"" which one has more letters? A:",video,up? a:
"Q: Which word has more letters, ""west"" or ""policeman""? A:",policeman,"policeman""? a:"
"Q: Of the words ""we"" and ""could"" which one has more letters? A:",could,"we"" and ""we""? a:"
"Q: Of the words ""playground"" and ""pig"" which one has more letters? A:",playground,playground? a:
"Q: Of the words ""wrong"" and ""my"" which one has more letters? A:",wrong,"my"" which one has more le"
"Q: Which word has more letters, ""long"" or ""playground""? A:",playground,playground? a:
"Q: Which word is longer, ""him"" or ""dangerous""? A:",dangerous,"dangerous"" or ""dangerous"""
"Q: Of the words ""star"" and ""reading"" which one has more letters? A:",reading,reading? a:
"Q: Which word has more letters, ""cup"" or ""lunchtime""? A:",lunchtime,cup? a:
"Q: Of the words ""course"" and ""ear"" which one has more letters? A:",course,course? a:
"Q: Which word has more letters, ""explain"" or ""grow""? A:",explain,grow? a:
"Q: Which word is longer, ""playground"" or ""storm""? A:",playground,playground? a:
"Q: Which word has more letters, ""up"" or ""since""? A:",since,up? a:
"Q: Of the words ""take"" and ""sandwich"" which one has more letters? A:",sandwich,sandwich? a:
"Q: Which word is longer, ""dangerous"" or ""my""? A:",dangerous,"dangerous""? a:"
"Q: Of the words ""be"" and ""quick"" which one has more letters? A:",quick,"be"" and ""be""? a:"
"Q: Which word is longer, ""paint"" or ""me""? A:",paint,"painter means ""painter""? "
"Q: Which word is longer, ""lend"" or ""walking""? A:",walking,lend? a:
"Q: Which word has more letters, ""poster"" or ""ask""? A:",poster,ask? ask? ask? ask? ask? 
"Q: Which word has more letters, ""so"" or ""stadium""? A:",stadium,something like that? a:
"Q: Which word is longer, ""thanks"" or ""bad""? A:",thanks,bad? a:
"Q: Which word is longer, ""lunchtime"" or ""right""? A:",lunchtime,lunchtime? a:
"Q: Which word has more letters, ""birthday"" or ""word""? A:",birthday,birthday? a:
"Q: Of the words ""he"" and ""maybe"" which one has more letters? A:",maybe,"maybe""? a:"
"Q: Of the words ""another"" and ""some"" which one has more letters? A:",another,another? a:
"Q: Which word has more letters, ""bridge"" or ""go""? A:",bridge,"go"" or ""bridge""? a:"
"Q: Of the words ""explain"" and ""like"" which one has more letters? A:",explain,"like, ""explain""? a:"
"Q: Of the words ""band"" and ""favorite"" which one has more letters? A:",favorite,"band"" or ""band""? a:"
"Q: Which word is longer, ""eat"" or ""camping""? A:",camping,camping?
"Q: Which word has more letters, ""ear"" or ""wonderful""? A:",wonderful,"wonderful""? a:"
"Q: Of the words ""thanks"" and ""bad"" which one has more letters? A:",thanks,"bad""? a:"
"Q: Which word is longer, ""mark"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""singular"" and ""night"" which one has more letters? A:",singular,"night"" which one has more"
"Q: Which word is longer, ""policeman"" or ""warm""? A:",policeman,policeman? a:
"Q: Which word has more letters, ""husband"" or ""try""? A:",husband,"try""? a:"
"Q: Which word is longer, ""surfing"" or ""arm""? A:",surfing,surfing?
"Q: Which word has more letters, ""playground"" or ""cap""? A:",playground,playground? a:
"Q: Of the words ""black"" and ""playground"" which one has more letters? A:",playground,playground? a:
"Q: Which word is longer, ""sandwich"" or ""towel""? A:",sandwich,sandwich?
"Q: Of the words ""white"" and ""postcard"" which one has more letters? A:",postcard,postcard?
"Q: Which word has more letters, ""playground"" or ""kind""? A:",playground,playground? a:
"Q: Which word has more letters, ""take"" or ""hospital""? A:",hospital,"take"" or ""hospital""? a:"
"Q: Which word has more letters, ""question"" or ""my""? A:",question,"my"" or ""question""? a:"
"Q: Of the words ""playground"" and ""part"" which one has more letters? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""playground"" or ""fail""? A:",playground,playground? a:
"Q: Which word is longer, ""me"" or ""break""? A:",break,"me"" or ""break""? a:"
"Q: Which word has more letters, ""life"" or ""friendly""? A:",friendly,"life""? a:"
"Q: Which word is longer, ""star"" or ""cabinet""? A:",cabinet,cabinet? a:
"Q: Which word is longer, ""platform"" or ""hurt""? A:",platform,platform? a:
"Q: Which word has more letters, ""picture"" or ""oh""? A:",picture,"oh, oh, oh, oh, oh, oh, o"
"Q: Which word is longer, ""wonderful"" or ""know""? A:",wonderful,know? a:
"Q: Of the words ""way"" and ""playground"" which one has more letters? A:",playground,playground? a:
"Q: Which word has more letters, ""chair"" or ""discount""? A:",discount,chair?
"Q: Of the words ""golf"" and ""question"" which one has more letters? A:",question,golf? a:
"Q: Which word has more letters, ""include"" or ""king""? A:",include,include? a:
"Q: Which word has more letters, ""earn"" or ""question""? A:",question,earn? a:
"Q: Which word is longer, ""bad"" or ""myself""? A:",myself,"myself""? a:"
"Q: Which word is longer, ""crowd"" or ""dangerous""? A:",dangerous,"dangerous""? a:"
"Q: Which word has more letters, ""mark"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""store"" and ""at"" which one has more letters? A:",store,store? a:
"Q: Which word is longer, ""certainly"" or ""almost""? A:",certainly,"almost""? a:"
"Q: Which word is longer, ""clean"" or ""us""? A:",clean,clean? a:
"Q: Of the words ""toy"" and ""square"" which one has more letters? A:",square,square? a:
"Q: Of the words ""at"" and ""quiet"" which one has more letters? A:",quiet,quiet? a:
"Q: Which word has more letters, ""sofa"" or ""lunchtime""? A:",lunchtime,"sofa""? a:"
"Q: Of the words ""playground"" and ""key"" which one has more letters? A:",playground,playground? a:
"Q: Of the words ""cut"" and ""wonderful"" which one has more letters? A:",wonderful,"wonderful"" which one? a:"
"Q: Which word is longer, ""monkey"" or ""fun""? A:",monkey,monkey?
"Q: Which word is longer, ""camp"" or ""husband""? A:",husband,"camp"" or ""camp""? a:"
"Q: Of the words ""playground"" and ""machine"" which one has more letters? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""do"" or ""beach""? A:",beach,beach? a:
"Q: Which word has more letters, ""read"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""playground"" or ""yard""? A:",playground,playground? a:
"Q: Which word has more letters, ""star"" or ""quickly""? A:",quickly,"star"" or ""star""? a:"
"Q: Which word is longer, ""rice"" or ""boyfriend""? A:",boyfriend,"boyfriend"" or ""boyfriend"""
"Q: Of the words ""of"" and ""cloud"" which one has more letters? A:",cloud,"of the words ""cloud""? a:"
"Q: Which word is longer, ""cousin"" or ""hey""? A:",cousin,"hey, cousin? a:"
"Q: Which word is longer, ""sofa"" or ""lunchtime""? A:",lunchtime,"sofa, ""sofa""? a:"
"Q: Which word has more letters, ""bag"" or ""dinosaur""? A:",dinosaur,dinosaur? a:
"Q: Of the words ""so"" and ""course"" which one has more letters? A:",course,"course, course""? a:"
"Q: Which word is longer, ""per"" or ""enough""? A:",enough,"per"" or ""per""? a:"
"Q: Which word has more letters, ""drawing"" or ""arm""? A:",drawing,drawing? a:
"Q: Which word has more letters, ""gas"" or ""certainly""? A:",certainly,"certainly""? a:"
"Q: Of the words ""smoking"" and ""soul"" which one has more letters? A:",smoking,soul? a:
"Q: Which word is longer, ""dream"" or ""oh""? A:",dream,dream? a:
"Q: Which word has more letters, ""file"" or ""problem""? A:",problem,problem? a:
"Q: Which word is longer, ""stomach"" or ""slim""? A:",stomach,slim? a:
"Q: Which word is longer, ""player"" or ""age""? A:",player,"player"" or ""player""? a:"
"Q: Of the words ""painter"" and ""day"" which one has more letters? A:",painter,painter? a:
"Q: Which word has more letters, ""yard"" or ""postcard""? A:",postcard,postcard? a:
"Q: Which word has more letters, ""she"" or ""blouse""? A:",blouse,"she, ""she""? a:"
"Q: Which word is longer, ""boyfriend"" or ""worst""? A:",boyfriend,worst?
"Q: Which word has more letters, ""stomach"" or ""stay""? A:",stomach,stomach? a:
"Q: Which word is longer, ""something"" or ""wait""? A:",something,something? a:
"Q: Of the words ""neighbor"" and ""mug"" which one has more letters? A:",neighbor,"mug""? a:"
"Q: Which word has more letters, ""hi"" or ""dance""? A:",dance,"dance""? a:"
"Q: Of the words ""go"" and ""worst"" which one has more letters? A:",worst,"go"" and ""worst""? a:"
"Q: Which word has more letters, ""playground"" or ""why""? A:",playground,playground? a:
"Q: Of the words ""rap"" and ""shower"" which one has more letters? A:",shower,rap? a:
"Q: Which word is longer, ""open"" or ""platform""? A:",platform,"open"" or ""platform""? a:"
"Q: Which word has more letters, ""month"" or ""do""? A:",month,month? a:
"Q: Which word has more letters, ""mistake"" or ""put""? A:",mistake,mistake? a:
"Q: Which word is longer, ""customer"" or ""left""? A:",customer,"left""? a:"
"Q: Which word has more letters, ""playground"" or ""party""? A:",playground,"playground"" or ""party""? a"
"Q: Which word has more letters, ""set"" or ""special""? A:",special,"special""? a:"
"Q: Of the words ""cow"" and ""project"" which one has more letters? A:",project,project? a:
"Q: Which word is longer, ""hi"" or ""awful""? A:",awful,awful?
"Q: Which word is longer, ""guy"" or ""father""? A:",father,"father"" or ""father""? a:"
"Q: Which word has more letters, ""itself"" or ""jam""? A:",itself,"itself""? a:"
"Q: Which word is longer, ""playground"" or ""song""? A:",playground,playground? a:
"Q: Of the words ""word"" and ""chemistry"" which one has more letters? A:",chemistry,"words ""chemistry""? a:"
"Q: Of the words ""certainly"" and ""much"" which one has more letters? A:",certainly,"certainly""? a:"
"Q: Which word is longer, ""favorite"" or ""ask""? A:",favorite,"ask, favorite?"
"Q: Of the words ""computer"" and ""ear"" which one has more letters? A:",computer,computer? a:
"Q: Of the words ""mother"" and ""say"" which one has more letters? A:",mother,"mother""? a:"
"Q: Of the words ""drawing"" and ""mail"" which one has more letters? A:",drawing,"drawing""? a:"
"Q: Which word is longer, ""holiday"" or ""menu""? A:",holiday,"holiday""? a:"
"Q: Which word is longer, ""dish"" or ""wonderful""? A:",wonderful,dish? a:
"Q: Which word has more letters, ""itself"" or ""rap""? A:",itself,itself? a:
"Q: Which word is longer, ""guitar"" or ""an""? A:",guitar,and which word is longer?
"Q: Which word has more letters, ""question"" or ""opera""? A:",question,opera? a:
"Q: Of the words ""during"" and ""on"" which one has more letters? A:",during,during? a:
"Q: Of the words ""playground"" and ""him"" which one has more letters? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""friendly"" and ""then"" which one has more letters? A:",friendly,"then, ""friendly""? a:"
"Q: Of the words ""boyfriend"" and ""tea"" which one has more letters? A:",boyfriend,"boyfriend""? a:"
"Q: Which word has more letters, ""notice"" or ""eat""? A:",notice,notice? a:
"Q: Which word is longer, ""on"" or ""grape""? A:",grape,"on"" or ""grape""? a:"
"Q: Which word is longer, ""mistake"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""fog"" and ""something"" which one has more letters? A:",something,fog?
"Q: Which word has more letters, ""milk"" or ""anymore""? A:",anymore,"milk""? a:"
"Q: Which word is longer, ""chemistry"" or ""shut""? A:",chemistry,chemistry? a:
"Q: Which word is longer, ""player"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""keyboard"" and ""climb"" which one has more letters? A:",keyboard,"keyboard"" or ""climb""? a:"
"Q: Which word is longer, ""playground"" or ""machine""? A:",playground,"playground"" or ""playgroun"
"Q: Which word has more letters, ""pair"" or ""stadium""? A:",stadium,stadium? a:
"Q: Which word has more letters, ""up"" or ""brown""? A:",brown,up? a:
"Q: Which word is longer, ""bath"" or ""discount""? A:",discount,"bath+room"" or ""discount""?"
"Q: Which word has more letters, ""way"" or ""should""? A:",should,"should""? a:"
"Q: Which word has more letters, ""fish"" or ""computer""? A:",computer,computer?
"Q: Which word has more letters, ""beard"" or ""my""? A:",beard,beard? a:
"Q: Which word has more letters, ""us"" or ""white""? A:",white,white? a:
"Q: Which word is longer, ""he"" or ""learn""? A:",learn,"hearn""? a:"
"Q: Which word has more letters, ""rap"" or ""shower""? A:",shower,rap? a:
"Q: Of the words ""certainly"" and ""run"" which one has more letters? A:",certainly,run?
"Q: Which word has more letters, ""in"" or ""sound""? A:",sound,sound? a:
"Q: Which word has more letters, ""subject"" or ""pet""? A:",subject,pet? a:
"Q: Of the words ""blond"" and ""lunchtime"" which one has more letters? A:",lunchtime,blond? a:
"Q: Of the words ""gas"" and ""mosque"" which one has more letters? A:",mosque,gas?
"Q: Which word is longer, ""your"" or ""various""? A:",various,various? a:
"Q: Which word is longer, ""question"" or ""same""? A:",question,same? a:
"Q: Which word is longer, ""do"" or ""group""? A:",group,"do"" or ""do""? a:"
"Q: Of the words ""customer"" and ""child"" which one has more letters? A:",customer,"child""? a:"
"Q: Which word has more letters, ""noisy"" or ""policeman""? A:",policeman,"noisy"" or ""noisy""? a:"
"Q: Of the words ""album"" and ""so"" which one has more letters? A:",album,"album""? a:"
"Q: Of the words ""we"" and ""sport"" which one has more letters? A:",sport,"sport"" which one has more"
"Q: Which word has more letters, ""yours"" or ""wonderful""? A:",wonderful,"wonderful""? a:"
"Q: Which word has more letters, ""slice"" or ""of""? A:",slice,slice? a:
"Q: Which word is longer, ""toy"" or ""square""? A:",square,square? a:
"Q: Which word has more letters, ""turn"" or ""mistake""? A:",mistake,"mistake""? a:"
"Q: Which word is longer, ""favorite"" or ""sign""? A:",favorite,sign? a:
"Q: Of the words ""red"" and ""playground"" which one has more letters? A:",playground,playground? a:
"Q: Which word has more letters, ""keyboard"" or ""awful""? A:",keyboard,keyboard? a:
"Q: Which word is longer, ""customer"" or ""be""? A:",customer,"be"" or ""be""? a:"
"Q: Which word is longer, ""it"" or ""shout""? A:",shout,shout? a:
"Q: Which word is longer, ""playground"" or ""person""? A:",playground,"playground"" or ""person""? "
"Q: Which word has more letters, ""yourself"" or ""gray""? A:",yourself,"gray""? a:"
"Q: Which word has more letters, ""various"" or ""desk""? A:",various,various? a:
"Q: Which word is longer, ""line"" or ""dangerous""? A:",dangerous,"dangerous""? a:"
"Q: Which word has more letters, ""crazy"" or ""ad""? A:",crazy,crazy? ad:
"Q: Of the words ""it"" and ""ocean"" which one has more letters? A:",ocean,ocean? a:
"Q: Which word is longer, ""milk"" or ""anymore""? A:",anymore,"milk"" or ""milk""? a:"
"Q: Of the words ""spring"" and ""hey"" which one has more letters? A:",spring,spring? a:
"Q: Which word has more letters, ""beard"" or ""at""? A:",beard,"at"" or ""beard""? a:"
"Q: Of the words ""postcard"" and ""stage"" which one has more letters? A:",postcard,postcard?
"Q: Which word is longer, ""policeman"" or ""thin""? A:",policeman,policeman? a:
"Q: Which word is longer, ""playground"" or ""sit""? A:",playground,playground? a:
"Q: Which word is longer, ""itself"" or ""rap""? A:",itself,itself? a:
"Q: Which word has more letters, ""shout"" or ""to""? A:",shout,"shout""? a:"
"Q: Of the words ""almost"" and ""in"" which one has more letters? A:",almost,"almost""? a:"
"Q: Of the words ""mug"" and ""policeman"" which one has more letters? A:",policeman,"policeman""? a:"
"Q: Which word is longer, ""something"" or ""play""? A:",something,"play""? a:"
"Q: Which word is longer, ""love"" or ""instead""? A:",instead,"instead of ""instead""? a:"
"Q: Which word has more letters, ""husband"" or ""out""? A:",husband,out? a:
"Q: Of the words ""playground"" and ""kind"" which one has more letters? A:",playground,playground? a:
"Q: Of the words ""name"" and ""factory"" which one has more letters? A:",factory,"factory"" and ""factory""? a"
"Q: Of the words ""policeman"" and ""you"" which one has more letters? A:",policeman,"policeman""? a:"
"Q: Which word has more letters, ""playground"" or ""speak""? A:",playground,playground? a:
"Q: Which word is longer, ""near"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Which word is longer, ""lunchtime"" or ""plate""? A:",lunchtime,"plate"" or ""plate""? a:"
"Q: Which word is longer, ""cloudy"" or ""per""? A:",cloudy,"per"" or ""cloudy""? a:"
"Q: Which word is longer, ""curtain"" or ""fat""? A:",curtain,curtain? a:
"Q: Of the words ""special"" and ""war"" which one has more letters? A:",special,war? ar:
"Q: Of the words ""question"" and ""west"" which one has more letters? A:",question,west? a:
"Q: Which word is longer, ""not"" or ""project""? A:",project,not project? a:
"Q: Of the words ""playground"" and ""once"" which one has more letters? A:",playground,playground? a:
"Q: Which word is longer, ""explain"" or ""playground""? A:",playground,"playground"" or ""playgroun"
"Q: Of the words ""hockey"" and ""dog"" which one has more letters? A:",hockey,dog? a:
"Q: Which word has more letters, ""die"" or ""favorite""? A:",favorite,die? a:
"Q: Which word is longer, ""dance"" or ""my""? A:",dance,"dance""? a:"
