Input,Expected,Predicted
"Q: Of the words ""zoo"" and ""lemon"", which word comes first alphabetically? A:",lemon,"lemon, ""lemon""? a:"
"Q: Of the words ""dry"" and ""quick"", which word comes first alphabetically? A:",dry,"dry, dry, dry, dry, dry, "
"Q: In an alphabetical order, which of the words ""gift"" and ""weekday"" comes first? A:",gift,"gift"" comes first? a:"
"Q: Of the words ""on"" and ""busy"", which word comes first alphabetically? A:",busy,"busy"" and ""busy""? a:"
"Q: Of the words ""garage"" and ""zoo"", which word comes first alphabetically? A:",garage,garage?
"Q: Of the words ""jeans"" and ""zoo"", which word comes first alphabetically? A:",jeans,jeans?
"Q: In an alphabetical order, which of the words ""kick"" and ""you"" comes first? A:",kick,kick? a:
"Q: In an alphabetical order, which word comes first, ""violin"" or ""carefully""? A:",carefully,carefully?
"Q: Of the words ""advertisement"" and ""real"", which word comes first alphabetically? A:",advertisement,"advertisement""? a:"
"Q: In an alphabetical order, which of the words ""tell"" and ""at"" comes first? A:",at,"atell"" and ""tell""? a:"
"Q: Of the words ""tennis"" and ""gift"", which word comes first alphabetically? A:",gift,"gift""? a:"
"Q: In an alphabetical order, which of the words ""job"" and ""you"" comes first? A:",job,"job"" and ""job""? a:"
"Q: In an alphabetical order, which word comes first, ""grandfather"" or ""very""? A:",grandfather,grandfather? a:
"Q: In an alphabetical order, which of the words ""yogurt"" and ""animal"" comes first? A:",animal,animal animal animal anim
"Q: Of the words ""queen"" and ""cream"", which word comes first alphabetically? A:",cream,"cream, queen""? a:"
"Q: In an alphabetical order, which word comes first, ""empty"" or ""rice""? A:",empty,empty?
"Q: Of the words ""myself"" and ""zoo"", which word comes first alphabetically? A:",myself,"myself"" and ""myself""? a:"
"Q: In an alphabetical order, which word comes first, ""open"" or ""away""? A:",away,away?
"Q: In an alphabetical order, which word comes first, ""unhappy"" or ""fall""? A:",fall,fall?
"Q: In an alphabetical order, which of the words ""dresser"" and ""turn"" comes first? A:",dresser,"dresser, dresser, dresser"
"Q: In an alphabetical order, which of the words ""receive"" and ""baseball"" comes first? A:",baseball,baseball? a:
"Q: In an alphabetical order, which word comes first, ""hope"" or ""windy""? A:",hope,hope? a:
"Q: In an alphabetical order, which word comes first, ""south"" or ""climbing""? A:",climbing,climbing?
"Q: In an alphabetical order, which of the words ""birthday"" and ""stomach"" comes first? A:",birthday,birthday? a:
"Q: Of the words ""passport"" and ""baseball"", which word comes first alphabetically? A:",baseball,"baseball""? a:"
"Q: Of the words ""listen"" and ""zoo"", which word comes first alphabetically? A:",listen,"listen"" and ""listen""? a:"
"Q: In an alphabetical order, which of the words ""unhappy"" and ""anybody"" comes first? A:",anybody,"anybody"" comes first? a:"
"Q: Of the words ""tourist"" and ""climb"", which word comes first alphabetically? A:",climb,"climb, climb, climb, clim"
"Q: Of the words ""begin"" and ""salt"", which word comes first alphabetically? A:",begin,beginning alphabetically?
"Q: In an alphabetical order, which word comes first, ""horse"" or ""zoo""? A:",horse,horse?
"Q: In an alphabetical order, which of the words ""advice"" and ""vacation"" comes first? A:",advice,advice?
"Q: Of the words ""hope"" and ""windy"", which word comes first alphabetically? A:",hope,hope? a:
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""more""? A:",more,"more""? a:"
"Q: Of the words ""get"" and ""zoo"", which word comes first alphabetically? A:",get,get?
"Q: In an alphabetical order, which word comes first, ""boring"" or ""zoo""? A:",boring,boring?
"Q: In an alphabetical order, which of the words ""vacation"" and ""expensive"" comes first? A:",expensive,expensive?
"Q: In an alphabetical order, which word comes first, ""unhappy"" or ""dream""? A:",dream,dream? a:
"Q: In an alphabetical order, which of the words ""black"" and ""quick"" comes first? A:",black,"black, black, black, blac"
"Q: Of the words ""keyboard"" and ""year"", which word comes first alphabetically? A:",keyboard,"keyboard"" and ""year""? a:"
"Q: In an alphabetical order, which word comes first, ""upset"" or ""grandmother""? A:",grandmother,grandmother?
"Q: Of the words ""view"" and ""adverb"", which word comes first alphabetically? A:",adverb,adverb?
"Q: In an alphabetical order, which of the words ""us"" and ""grass"" comes first? A:",grass,grass?
"Q: In an alphabetical order, which of the words ""onion"" and ""anyway"" comes first? A:",anyway,"anyway"" comes first? a:"
"Q: In an alphabetical order, which of the words ""chain"" and ""use"" comes first? A:",chain,chain?
"Q: Of the words ""quarter"" and ""best"", which word comes first alphabetically? A:",best,best?
"Q: In an alphabetical order, which word comes first, ""queen"" or ""chess""? A:",chess,chess?
"Q: In an alphabetical order, which word comes first, ""passenger"" or ""any""? A:",any,"any""? a:"
"Q: In an alphabetical order, which of the words ""air"" and ""volleyball"" comes first? A:",air,airborne volleyball? a:
"Q: In an alphabetical order, which word comes first, ""also"" or ""zoo""? A:",also,"also, also, also, also:"
"Q: In an alphabetical order, which word comes first, ""engine"" or ""real""? A:",engine,engineer?
"Q: In an alphabetical order, which of the words ""bookshelf"" and ""plane"" comes first? A:",bookshelf,"bookshelf"" order? a:"
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""mirror""? A:",mirror,"mirror""? a:"
"Q: Of the words ""thank"" and ""afternoon"", which word comes first alphabetically? A:",afternoon,"afternoon""? a:"
"Q: In an alphabetical order, which of the words ""afterward"" and ""opposite"" comes first? A:",afterward,afterwards? afterwards? a
"Q: Of the words ""even"" and ""violin"", which word comes first alphabetically? A:",even,even?
"Q: In an alphabetical order, which of the words ""trip"" and ""die"" comes first? A:",die,"die"" comes first? a:"
"Q: In an alphabetical order, which of the words ""cup"" and ""river"" comes first? A:",cup,"cup, cup, cup, cup, cup, "
"Q: In an alphabetical order, which word comes first, ""hope"" or ""violin""? A:",hope,hope?
"Q: In an alphabetical order, which word comes first, ""loud"" or ""yeah""? A:",loud,"loud""? a:"
"Q: In an alphabetical order, which of the words ""zoo"" and ""more"" comes first? A:",more,"more"" comes first? a:"
"Q: Of the words ""yours"" and ""laptop"", which word comes first alphabetically? A:",laptop,laptop?
"Q: In an alphabetical order, which word comes first, ""pass"" or ""chain""? A:",chain,chain?
"Q: In an alphabetical order, which word comes first, ""baseball"" or ""quarter""? A:",baseball,baseball? a:
"Q: Of the words ""yard"" and ""fresh"", which word comes first alphabetically? A:",fresh,"fresh"" and ""fresh""? a:"
"Q: Of the words ""happen"" and ""war"", which word comes first alphabetically? A:",happen,"happen, war""? a:"
"Q: In an alphabetical order, which of the words ""crowd"" and ""sing"" comes first? A:",crowd,"crowd, crowd, crowd, crow"
"Q: Of the words ""zoo"" and ""mom"", which word comes first alphabetically? A:",mom,"mom""? a:"
"Q: Of the words ""juice"" and ""yours"", which word comes first alphabetically? A:",juice,"juice"" and ""yours""? a:"
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""electric""? A:",electric,electrical?
"Q: In an alphabetical order, which word comes first, ""something"" or ""end""? A:",end,end?
"Q: Of the words ""bag"" and ""of"", which word comes first alphabetically? A:",bag,"bag"" and ""bag""? a:"
"Q: In an alphabetical order, which of the words ""win"" and ""jeans"" comes first? A:",jeans,jeans?
"Q: In an alphabetical order, which of the words ""suitcase"" and ""danger"" comes first? A:",danger,danger?
"Q: In an alphabetical order, which of the words ""explain"" and ""table"" comes first? A:",explain,explain?
"Q: In an alphabetical order, which of the words ""bridge"" and ""often"" comes first? A:",bridge,bridge?
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""information""? A:",information,information? a:
"Q: Of the words ""bean"" and ""vocabulary"", which word comes first alphabetically? A:",bean,bean?
"Q: In an alphabetical order, which word comes first, ""bath"" or ""water""? A:",bath,bath? a:
"Q: In an alphabetical order, which word comes first, ""crowd"" or ""sing""? A:",crowd,crowd?
"Q: In an alphabetical order, which of the words ""your"" and ""happy"" comes first? A:",happy,"happy, happy, happy, happ"
"Q: Of the words ""zoo"" and ""backpack"", which word comes first alphabetically? A:",backpack,"backpack, backpack, backp"
"Q: In an alphabetical order, which word comes first, ""visitor"" or ""dress""? A:",dress,dress?
"Q: In an alphabetical order, which of the words ""aged"" and ""paper"" comes first? A:",aged,aged?
"Q: In an alphabetical order, which of the words ""egg"" and ""winter"" comes first? A:",egg,egg?
"Q: Of the words ""worry"" and ""idea"", which word comes first alphabetically? A:",idea,idea?
"Q: In an alphabetical order, which word comes first, ""grape"" or ""use""? A:",grape,grape? a:
"Q: In an alphabetical order, which of the words ""skate"" and ""everybody"" comes first? A:",everybody,"everybody, everybody, eve"
"Q: In an alphabetical order, which word comes first, ""ceiling"" or ""quiz""? A:",ceiling,ceiling?
"Q: In an alphabetical order, which word comes first, ""bookshelf"" or ""quiet""? A:",bookshelf,"bookshelf""? a:"
"Q: Of the words ""each"" and ""wooden"", which word comes first alphabetically? A:",each,each wooden?
"Q: In an alphabetical order, which of the words ""cleaner"" and ""various"" comes first? A:",cleaner,cleaner?
"Q: In an alphabetical order, which of the words ""vocabulary"" and ""healthy"" comes first? A:",healthy,"healthy"" comes first? a:"
"Q: In an alphabetical order, which word comes first, ""play"" or ""comparative""? A:",comparative,comparative? a:
"Q: In an alphabetical order, which of the words ""orange"" and ""business"" comes first? A:",business,"businessman orange ""orang"
"Q: In an alphabetical order, which word comes first, ""center"" or ""stadium""? A:",center,center?
"Q: Of the words ""coffee"" and ""photographer"", which word comes first alphabetically? A:",coffee,coffee?
"Q: In an alphabetical order, which of the words ""yogurt"" and ""juice"" comes first? A:",juice,"juice"" comes first? a:"
"Q: Of the words ""there"" and ""conversation"", which word comes first alphabetically? A:",conversation,conversation:
"Q: In an alphabetical order, which of the words ""loud"" and ""yard"" comes first? A:",loud,"loud"" comes first? a:"
"Q: Of the words ""your"" and ""both"", which word comes first alphabetically? A:",both,"both"" and ""both""? a:"
"Q: In an alphabetical order, which word comes first, ""chemistry"" or ""quarter""? A:",chemistry,chemistry?
"Q: In an alphabetical order, which of the words ""zoo"" and ""add"" comes first? A:",add,add? add? add? add? add? 
"Q: In an alphabetical order, which of the words ""homework"" and ""until"" comes first? A:",homework,"homework"" comes first? a:"
"Q: In an alphabetical order, which word comes first, ""upset"" or ""file""? A:",file,"file""? a:"
"Q: In an alphabetical order, which of the words ""bag"" and ""tall"" comes first? A:",bag,"bag"" and ""bag""? a:"
"Q: In an alphabetical order, which of the words ""violin"" and ""housewife"" comes first? A:",housewife,housewifewifewifewifewife
"Q: Of the words ""when"" and ""comb"", which word comes first alphabetically? A:",comb,"comb, comb""? a:"
"Q: In an alphabetical order, which word comes first, ""visitor"" or ""hurry""? A:",hurry,hurry? a:
"Q: In an alphabetical order, which word comes first, ""only"" or ""best""? A:",best,best?
"Q: In an alphabetical order, which of the words ""juice"" and ""week"" comes first? A:",juice,"juice"" comes first? a:"
"Q: In an alphabetical order, which word comes first, ""difference"" or ""woods""? A:",difference,"difference""? a:"
"Q: Of the words ""toothache"" and ""easy"", which word comes first alphabetically? A:",easy,"easy""? a:"
"Q: Of the words ""receptionist"" and ""boy"", which word comes first alphabetically? A:",boy,"boy"":"
"Q: In an alphabetical order, which word comes first, ""yogurt"" or ""king""? A:",king,king? a:
"Q: Of the words ""handball"" and ""work"", which word comes first alphabetically? A:",handball,handball? a:
"Q: Of the words ""dinosaur"" and ""zoo"", which word comes first alphabetically? A:",dinosaur,"dinosaur"" and ""dinosaur""?"
"Q: Of the words ""car"" and ""teacher"", which word comes first alphabetically? A:",car,"car, car, car, car, car, "
"Q: In an alphabetical order, which word comes first, ""video"" or ""close""? A:",close,"closed""? a:"
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""mouse""? A:",mouse,"mouse""? a:"
"Q: In an alphabetical order, which of the words ""quiet"" and ""club"" comes first? A:",club,"club, quiet"" and ""club""? "
"Q: In an alphabetical order, which word comes first, ""umbrella"" or ""hungry""? A:",hungry,hungry? a:
"Q: In an alphabetical order, which of the words ""telephone"" and ""exercise"" comes first? A:",exercise,exercise?
"Q: Of the words ""oil"" and ""any"", which word comes first alphabetically? A:",any,anyanyanyanyanyanyanyanya
"Q: Of the words ""our"" and ""aunt"", which word comes first alphabetically? A:",aunt,"aunt, aunt, aunt, aunt, a"
"Q: Of the words ""hold"" and ""university"", which word comes first alphabetically? A:",hold,"hold"" and ""university""? a"
"Q: Of the words ""under"" and ""finish"", which word comes first alphabetically? A:",finish,finished?
"Q: In an alphabetical order, which of the words ""bring"" and ""zoo"" comes first? A:",bring,bring? a:
"Q: In an alphabetical order, which word comes first, ""old"" or ""anything""? A:",anything,anything?
"Q: In an alphabetical order, which word comes first, ""yourself"" or ""air""? A:",air,"air ""air""? air ""air""? a:"
"Q: Of the words ""early"" and ""receipt"", which word comes first alphabetically? A:",early,"early"" and ""early""? a:"
"Q: In an alphabetical order, which of the words ""important"" and ""yourself"" comes first? A:",important,"important"" comes first? a"
"Q: In an alphabetical order, which word comes first, ""quiz"" or ""appointment""? A:",appointment,appointment?
"Q: In an alphabetical order, which word comes first, ""around"" or ""note""? A:",around,around? around? around? a
"Q: Of the words ""up"" and ""gram"", which word comes first alphabetically? A:",gram,"gram"" and ""gram""? a:"
"Q: In an alphabetical order, which word comes first, ""bag"" or ""of""? A:",bag,bag?
"Q: In an alphabetical order, which of the words ""quarter"" and ""drawing"" comes first? A:",drawing,drawing?
"Q: In an alphabetical order, which of the words ""drum"" and ""village"" comes first? A:",drum,drum? a:
"Q: In an alphabetical order, which word comes first, ""carpet"" or ""verb""? A:",carpet,carpet? a:
"Q: In an alphabetical order, which of the words ""instead"" and ""vacation"" comes first? A:",instead,"instead of ""instead""? a:"
"Q: In an alphabetical order, which of the words ""download"" and ""tour"" comes first? A:",download,downloaded order? a:
"Q: In an alphabetical order, which of the words ""person"" and ""boyfriend"" comes first? A:",boyfriend,"boyfriend(and)""? a:"
"Q: In an alphabetical order, which of the words ""birthday"" and ""over"" comes first? A:",birthday,birthday? a:
"Q: In an alphabetical order, which word comes first, ""next"" or ""around""? A:",around,around? around? around? a
"Q: In an alphabetical order, which of the words ""your"" and ""both"" comes first? A:",both,"both"" comes first? a:"
"Q: Of the words ""hiking"" and ""worried"", which word comes first alphabetically? A:",hiking,hiking?
"Q: In an alphabetical order, which of the words ""zoo"" and ""kilogram"" comes first? A:",kilogram,kilogram? a:
