Input,Expected,Predicted
"Q: Which letter does the word ""exercise"" end with? A:",e,exercise?
"Q: What is the last letter of the word ""hotel""? A:",l,eastern hotel? a:
"Write the last letter of the word ""wheel"": ",l,english write the last wo
"Write the last letter of the word ""basketball"": ",l,english basketball?
"Q: What is the last letter of the word ""present""? A:",t,the last letter of the wo
"Write the last letter of the word ""mad"": ",d,each letter has four lett
"Write the last letter of the word ""take"": ",e,"keep it safe and sound"":"
"Q: Which letter does the word ""singing"" end with? A:",g,notes
"Q: What is the last letter of the word ""bike""? A:",e,exactly.
"Write the last letter of the word ""salad"": ",d,enjoy yourself with me.
"Q: Which letter does the word ""nationality"" end with? A:",y,"yeah, yeah, yeah"" end wit"
"Write the last letter of the word ""serve"": ",e,eastern europe is a small
"Q: Which letter does the word ""large"" end with? A:",e,"end of ""large""? a:"
"Q: What is the last letter of the word ""conversation""? A:",n,excuse me?
"Q: Which letter does the word ""above"" end with? A:",e,"end of ""above""? a:"
"Q: What is the last letter of the word ""always""? A:",s,eastern eggs? a:
"Write the last letter of the word ""ride"": ",e,ride?
"Q: Which letter does the word ""grandpa"" end with? A:",a,"end of ""grandpa""? a:"
"Write the last letter of the word ""receptionist"": ",t,receptionist?
"Q: What is the last letter of the word ""often""? A:",n,ten?
"Q: What is the last letter of the word ""its""? A:",s,"except for the word ""its"""
"Q: What is the last letter of the word ""honey""? A:",y,notes
"Write the last letter of the word ""memory"": ",y,"yeah, i know that, but i "
"Q: Which letter does the word ""size"" end with? A:",e,end? a:
"Q: Which letter does the word ""weather"" end with? A:",r,end of session? a:
"Q: What is the last letter of the word ""paint""? A:",t,notes
"Q: Which letter does the word ""balloon"" end with? A:",n,"end of ""balloon""? a:"
"Q: Which letter does the word ""learn"" end with? A:",n,"end of ""learn""? a:"
"Q: What is the last letter of the word ""travel""? A:",l,travel?
"Q: Which letter does the word ""morning"" end with? A:",g,notes
"Write the last letter of the word ""yet"": ",t,exactly?
"Q: What is the last letter of the word ""snack""? A:",k,eastern european champion
"Write the last letter of the word ""pet"": ",t,each letter has four lett
"Q: What is the last letter of the word ""kid""? A:",d,do you know what the last
"Q: What is the last letter of the word ""engineer""? A:",r,engineer? a:
"Q: Which letter does the word ""place"" end with? A:",e,notes
"Q: Which letter does the word ""party"" end with? A:",y,notes
"Q: What is the last letter of the word ""nationality""? A:",y,"yeah, nationality is the "
"Write the last letter of the word ""milk"": ",k,each letter has four lett
"Q: Which letter does the word ""fantastic"" end with? A:",c,"end of ""fantastic""? a:"
"Q: Which letter does the word ""dinosaur"" end with? A:",r,notes
"Write the last letter of the word ""sea"": ",a,east of the city is the l
"Write the last letter of the word ""read"": ",d,each letter has four lett
"Q: What is the last letter of the word ""yard""? A:",d,early life and education 
"Write the last letter of the word ""make"": ",e,each letter has four lett
"Write the last letter of the word ""cousin"": ",n,note: game of the week is
"Q: Which letter does the word ""upset"" end with? A:",t,"yeah, yeah, yeah"" end wit"
"Q: Which letter does the word ""world"" end with? A:",d,end of world? a:
"Write the last letter of the word ""foreign"": ",n,english language series
"Q: What is the last letter of the word ""big""? A:",g,excuse me?
"Q: What is the last letter of the word ""fog""? A:",g,excuse me?
"Q: What is the last letter of the word ""hurt""? A:",t,the last letter of the wo
"Q: What is the last letter of the word ""coat""? A:",t,the last letter of the wo
"Q: Which letter does the word ""south"" end with? A:",h,nothing.
"Write the last letter of the word ""really"": ",y,"you know, i wrote the las"
"Q: Which letter does the word ""long"" end with? A:",g,"end of ""long""? a:"
"Q: Which letter does the word ""yard"" end with? A:",d,yard? a:
"Q: What is the last letter of the word ""meat""? A:",t,eat? a:
"Write the last letter of the word ""carrot"": ",t,"right, carrot?"
"Q: Which letter does the word ""comb"" end with? A:",b,"end of ""comb""? a:"
"Q: What is the last letter of the word ""pizza""? A:",a,pizza?
"Q: What is the last letter of the word ""cheese""? A:",e,eastern eggs? a:
"Write the last letter of the word ""however"": ",r,each letter has four lett
"Q: Which letter does the word ""street"" end with? A:",t,end of session? a:
"Q: What is the last letter of the word ""everyone""? A:",e,everyone? a:
"Q: Which letter does the word ""guest"" end with? A:",t,"end of session, right?"
"Q: Which letter does the word ""give"" end with? A:",e,end? a:
"Write the last letter of the word ""grammar"": ",r,early life and career:
"Q: What is the last letter of the word ""chicken""? A:",n,"end of session, right?"
"Q: What is the last letter of the word ""banking""? A:",g,eastern banking school is
"Q: Which letter does the word ""diploma"" end with? A:",a,"end of session, right?"
"Q: What is the last letter of the word ""miss""? A:",s,exactly.
"Q: Which letter does the word ""appointment"" end with? A:",t,notes
"Write the last letter of the word ""melon"": ",n,english language series
"Q: What is the last letter of the word ""leave""? A:",e,eastern egg? a:
"Write the last letter of the word ""cafeteria"": ",a,"east of the cafeteria, on"
"Q: What is the last letter of the word ""small""? A:",l,eastern eggs? a:
"Write the last letter of the word ""actor"": ",r,english language series
"Q: Which letter does the word ""toothbrush"" end with? A:",h,toothpaste?
"Q: What is the last letter of the word ""when""? A:",n,notes
"Q: What is the last letter of the word ""mountain""? A:",n,exactly.
"Q: Which letter does the word ""agree"" end with? A:",e,"end of ""agree""? a:"
"Q: What is the last letter of the word ""who""? A:",o,eastern egg layer? a:
"Q: What is the last letter of the word ""outside""? A:",e,the last letter of the wo
"Write the last letter of the word ""receipt"": ",t,receipt?
"Q: Which letter does the word ""thunderstorm"" end with? A:",m,thunderstorm? a:
"Q: Which letter does the word ""could"" end with? A:",d,end of session? a:
"Q: What is the last letter of the word ""tell""? A:",l,elliott?
"Q: Which letter does the word ""once"" end with? A:",e,nonce?
"Write the last letter of the word ""sightseeing"": ",g,english sightseeing?
"Write the last letter of the word ""show"": ",w,each letter has four lett
"Q: Which letter does the word ""new"" end with? A:",w,new?
"Write the last letter of the word ""remember"": ",r,remember?
"Write the last letter of the word ""perfume"": ",e,enjoy yourself with me.
"Write the last letter of the word ""walking"": ",g,easy enough for me to rea
"Q: Which letter does the word ""area"" end with? A:",a,"end of ""area""? a:"
"Q: Which letter does the word ""spoon"" end with? A:",n,end of session? a:
"Q: What is the last letter of the word ""money""? A:",y,"yeah, yeah, yeah, yeah, y"
"Q: Which letter does the word ""ever"" end with? A:",r,ever?
"Q: What is the last letter of the word ""spring""? A:",g,notes
"Write the last letter of the word ""grandparent"": ",t,each letter has two lette
"Write the last letter of the word ""cloud"": ",d,english language series
"Write the last letter of the word ""cricket"": ",t,end of story
"Write the last letter of the word ""lunchtime"": ",e,easy enough for me to rea
"Q: What is the last letter of the word ""bookshelf""? A:",f,excuse me?
"Q: Which letter does the word ""steak"" end with? A:",k,end of session? a:
"Q: Which letter does the word ""all"" end with? A:",l,"end of ""all""? a:"
"Write the last letter of the word ""workbook"": ",k,kim jogs around for a few
"Q: What is the last letter of the word ""picture""? A:",e,reading? a:
"Q: Which letter does the word ""uniform"" end with? A:",m,"end of ""uniform""? a:"
"Q: Which letter does the word ""fly"" end with? A:",y,"yeah, fly with the ballet"
"Write the last letter of the word ""loud"": ",d,"english loud"":"
"Q: Which letter does the word ""foreign"" end with? A:",n,"end of ""foreign""? a:"
"Q: What is the last letter of the word ""save""? A:",e,eastern egg layer? a:
"Q: What is the last letter of the word ""instead""? A:",d,excuse me?
"Q: Which letter does the word ""nurse"" end with? A:",e,nurse? a:
"Q: What is the last letter of the word ""duck""? A:",k,duck? a:
"Q: What is the last letter of the word ""awful""? A:",l,excuse me?
"Q: What is the last letter of the word ""dad""? A:",d,dad?
"Q: What is the last letter of the word ""best""? A:",t,established by the press 
"Q: Which letter does the word ""chocolate"" end with? A:",e,"end of ""chocolate""? a:"
"Q: What is the last letter of the word ""actor""? A:",r,reading? a:
"Write the last letter of the word ""sure"": ",e,each letter has four lett
"Q: What is the last letter of the word ""vocabulary""? A:",y,exactly.
"Q: What is the last letter of the word ""believe""? A:",e,everyone believes in beli
"Write the last letter of the word ""quiet"": ",t,enjoy yourself with me.
"Write the last letter of the word ""ceiling"": ",g,"eight minutes later, mary"
"Q: Which letter does the word ""popular"" end with? A:",r,notes
"Q: Which letter does the word ""may"" end with? A:",y,"yeah, maybe that letter d"
"Q: Which letter does the word ""discount"" end with? A:",t,notes
"Write the last letter of the word ""which"": ",h,each letter has four lett
"Q: What is the last letter of the word ""free""? A:",e,"except for the word ""free"
"Write the last letter of the word ""mix"": ",x,exactly what i wanted to 
"Write the last letter of the word ""some"": ",e,english language series
"Q: What is the last letter of the word ""push""? A:",h,push? a:
"Q: What is the last letter of the word ""skating""? A:",g,eastern european champion
"Q: Which letter does the word ""sea"" end with? A:",a,end of season? a:
"Q: What is the last letter of the word ""have""? A:",e,have? a:
"Q: Which letter does the word ""software"" end with? A:",e,end of session? a:
"Write the last letter of the word ""welcome"": ",e,enjoy yourself and welcom
"Q: What is the last letter of the word ""begin""? A:",n,egin? a:
"Q: Which letter does the word ""engine"" end with? A:",e,notes
"Q: Which letter does the word ""bother"" end with? A:",r,"end of ""bother""? a:"
"Q: Which letter does the word ""necklace"" end with? A:",e,necklace?
"Q: What is the last letter of the word ""married""? A:",d,exactly.
"Q: What is the last letter of the word ""air""? A:",r,reading? a:
"Q: Which letter does the word ""husband"" end with? A:",d,"yeah, yeah, yeah, yeah"" e"
"Q: What is the last letter of the word ""wear""? A:",r,reading? a:
"Write the last letter of the word ""twice"": ",e,twice?
"Q: Which letter does the word ""picture"" end with? A:",e,notes
"Write the last letter of the word ""electricity"": ",y,electricity?
"Q: What is the last letter of the word ""forget""? A:",t,exactly.
"Write the last letter of the word ""should"": ",d,english language series
"Q: Which letter does the word ""finish"" end with? A:",h,"end of ""finish""? a:"
"Q: Which letter does the word ""wall"" end with? A:",l,end? a:
"Q: Which letter does the word ""money"" end with? A:",y,"end of ""money""? a:"
"Q: What is the last letter of the word ""sausage""? A:",e,eastern egg salad? a:
"Write the last letter of the word ""album"": ",m,end of story
"Write the last letter of the word ""second"": ",d,example:
"Q: Which letter does the word ""come"" end with? A:",e,"end of ""come""? a:"
"Q: Which letter does the word ""disco"" end with? A:",o,"end of ""disco""? a:"
"Q: What is the last letter of the word ""write""? A:",e,each letter has four lett
"Write the last letter of the word ""often"": ",n,ten?
"Write the last letter of the word ""pop"": ",p,end of story
"Write the last letter of the word ""schoolchild"": ",d,end of story
"Q: What is the last letter of the word ""table""? A:",e,eastern table? a:
"Q: Which letter does the word ""wrong"" end with? A:",g,notes
"Q: Which letter does the word ""business"" end with? A:",s,notes
"Q: Which letter does the word ""directions"" end with? A:",s,"end of ""directions""? a:"
"Q: Which letter does the word ""worse"" end with? A:",e,"end of ""worse""? a:"
"Write the last letter of the word ""wild"": ",d,english language series
"Write the last letter of the word ""climbing"": ",g,english language series
"Q: Which letter does the word ""lose"" end with? A:",e,"end of ""lose""? a:"
"Write the last letter of the word ""match"": ",h,end of story
"Q: Which letter does the word ""list"" end with? A:",t,"end of ""list""? a:"
"Write the last letter of the word ""usually"": ",y,"yeah, i know that, but i "
"Q: What is the last letter of the word ""things""? A:",s,things? a:
"Q: Which letter does the word ""glass"" end with? A:",s,"end of ""glass""? a:"
"Write the last letter of the word ""one"": ",e,notes
"Q: What is the last letter of the word ""foggy""? A:",y,excuse me? a:
"Q: Which letter does the word ""tram"" end with? A:",m,tram?
"Write the last letter of the word ""speak"": ",k,english language speaker 
"Q: What is the last letter of the word ""grandma""? A:",a,"yeah, grandma and grandpa"
"Q: Which letter does the word ""foggy"" end with? A:",y,"end of ""foggy""? a:"
"Q: What is the last letter of the word ""every""? A:",y,everybody has the same le
"Q: Which letter does the word ""computer"" end with? A:",r,end of session? a:
"Write the last letter of the word ""headache"": ",e,each letter has four lett
"Q: What is the last letter of the word ""boat""? A:",t,eastern boat? a:
"Write the last letter of the word ""street"": ",t,english language series
"Write the last letter of the word ""wind"": ",d,note: game of the week is
"Q: What is the last letter of the word ""click""? A:",k,"the word ""click""? a:"
"Write the last letter of the word ""cleaner"": ",r,easy enough for me to wri
"Q: What is the last letter of the word ""so""? A:",o,eastern egg layer? a:
"Write the last letter of the word ""identification"": ",n,english language series
"Q: Which letter does the word ""elevator"" end with? A:",r,elevator?
"Write the last letter of the word ""cat"": ",t,easy enough for me to rea
"Write the last letter of the word ""tea"": ",a,each letter has four lett
"Q: Which letter does the word ""quiz"" end with? A:",z,"yeah, quiz end with:"
"Q: What is the last letter of the word ""anyway""? A:",y,"yeah, anyway""? a:"
"Q: What is the last letter of the word ""anymore""? A:",e,enjoy yourself? a:
"Q: What is the last letter of the word ""colleague""? A:",e,exactly.
"Q: Which letter does the word ""you"" end with? A:",u,"you can tell the word ""yo"
"Q: Which letter does the word ""number"" end with? A:",r,end? a:
"Q: Which letter does the word ""stomachache"" end with? A:",e,"end of ""stomachache""? a:"
"Write the last letter of the word ""shopping"": ",g,enjoy yourself and welcom
"Q: What is the last letter of the word ""college""? A:",e,exactly.
"Q: What is the last letter of the word ""receipt""? A:",t,receipt? a:
"Q: Which letter does the word ""lemon"" end with? A:",n,"end of ""lemon""? a:"
"Q: Which letter does the word ""rice"" end with? A:",e,rice?
"Q: What is the last letter of the word ""minus""? A:",s,excuse me? a:
"Q: Which letter does the word ""roof"" end with? A:",f,roof? a:
"Q: Which letter does the word ""purple"" end with? A:",e,"end of ""purple""? a:"
"Q: Which letter does the word ""sock"" end with? A:",k,"end of ""sock""? a:"
"Q: What is the last letter of the word ""grade""? A:",e,exactly.
"Q: Which letter does the word ""yet"" end with? A:",t,yet?
"Q: What is the last letter of the word ""mosque""? A:",e,exactly.
"Write the last letter of the word ""great"": ",t,english language series
"Q: What is the last letter of the word ""weekly""? A:",y,excuse me? a:
"Q: What is the last letter of the word ""day""? A:",y,"yeah, day"" and ""day""? a:"
"Q: What is the last letter of the word ""side""? A:",e,eighteenth of july is the
"Write the last letter of the word ""laptop"": ",p,english laptop is a softw
"Q: Which letter does the word ""paint"" end with? A:",t,"the word ""paint""? a:"
"Q: What is the last letter of the word ""bottle""? A:",e,eastern egg salad? a:
"Q: What is the last letter of the word ""add""? A:",d,day after tomorrow? a:
"Q: Which letter does the word ""its"" end with? A:",s,"end of ""its""? a:"
"Write the last letter of the word ""stop"": ",p,each letter has 12 letter
"Q: Which letter does the word ""share"" end with? A:",e,end? a:
"Q: Which letter does the word ""break"" end with? A:",k,notes
"Q: Which letter does the word ""geography"" end with? A:",y,"yeah, geography ends with"
"Write the last letter of the word ""below"": ",w,eleven o'clock?
"Q: Which letter does the word ""whole"" end with? A:",e,"end of ""whole""? a:"
"Q: What is the last letter of the word ""shoe""? A:",e,"except for the word ""shoe"
"Q: What is the last letter of the word ""carry""? A:",y,rarrrrrrrrrrrrrrrrrrrrrrr
"Q: What is the last letter of the word ""hill""? A:",l,eastern egyptian language
"Write the last letter of the word ""doctor"": ",r,easy enough for me to rea
"Q: What is the last letter of the word ""medicine""? A:",e,edicine?
"Write the last letter of the word ""message"": ",e,"exactly, message of the w"
"Q: Which letter does the word ""north"" end with? A:",h,north? a:
"Write the last letter of the word ""adjective"": ",e,example:
"Write the last letter of the word ""soap"": ",p,english soap?
"Q: Which letter does the word ""red"" end with? A:",d,red?
"Q: What is the last letter of the word ""them""? A:",m,them? a:
"Write the last letter of the word ""come"": ",e,easy enough for me to rea
"Q: What is the last letter of the word ""jam""? A:",m,notes
"Write the last letter of the word ""young"": ",g,english language series
"Q: Which letter does the word ""wheel"" end with? A:",l,end of session? a:
"Q: What is the last letter of the word ""doll""? A:",l,doll?
"Q: Which letter does the word ""everybody"" end with? A:",y,everybody? a:
"Q: What is the last letter of the word ""week""? A:",k,excuse me? a:
"Q: What is the last letter of the word ""postcard""? A:",d,eastern egg layer? a:
"Q: Which letter does the word ""skirt"" end with? A:",t,end of skirt? a:
"Q: Which letter does the word ""me"" end with? A:",e,"end of session, right?"
"Q: What is the last letter of the word ""surf""? A:",f,early life and education 
"Q: Which letter does the word ""throw"" end with? A:",w,"end of ""throw""? a:"
"Q: What is the last letter of the word ""suit""? A:",t,the last letter of the wo
"Q: What is the last letter of the word ""bicycle""? A:",e,exactly.
"Write the last letter of the word ""lunch"": ",h,enjoy yourself with me.
"Q: Which letter does the word ""memory"" end with? A:",y,"end of ""memory""? a:"
"Q: Which letter does the word ""fog"" end with? A:",g,"end of session, right?"
"Q: What is the last letter of the word ""vacation""? A:",n,eastern europe and asia
"Q: What is the last letter of the word ""change""? A:",e,eastern egg salad? a:
"Q: What is the last letter of the word ""bear""? A:",r,early life and education 
"Q: What is the last letter of the word ""pair""? A:",r,rain? a:
"Q: What is the last letter of the word ""letter""? A:",r,eastern egg layer? a:
"Q: What is the last letter of the word ""sailing""? A:",g,exactly.
"Write the last letter of the word ""tram"": ",m,tram?
"Q: What is the last letter of the word ""radio""? A:",o,radio? a:
"Write the last letter of the word ""include"": ",e,enclosed enclosed enclose
"Q: Which letter does the word ""honey"" end with? A:",y,"yeah, yeah, yeah, yeah"" e"
"Q: Which letter does the word ""however"" end with? A:",r,end? a:
"Q: Which letter does the word ""plastic"" end with? A:",c,notes
"Q: Which letter does the word ""teach"" end with? A:",h,end of session? a:
"Q: Which letter does the word ""polite"" end with? A:",e,notes
"Write the last letter of the word ""village"": ",e,english village?
"Q: What is the last letter of the word ""king""? A:",g,notes
"Q: What is the last letter of the word ""excellent""? A:",t,excellent?
"Q: Which letter does the word ""glad"" end with? A:",d,"does the word ""glad"" end "
"Write the last letter of the word ""concert"": ",t,end of story
"Q: Which letter does the word ""which"" end with? A:",h,"end of ""which""? a:"
"Write the last letter of the word ""engineer"": ",r,reading the last letter?
"Q: What is the last letter of the word ""tea""? A:",a,tea?
"Write the last letter of the word ""grandson"": ",n,eastern europe is a small
"Write the last letter of the word ""weekly"": ",y,"yeah, weeklylylylylylylyl"
"Q: What is the last letter of the word ""second""? A:",d,economics company seconda
