Input,Options,Expected,Output (raw),Predicted
"Q: Of the words ""stripe"" and ""dull"", which one rhymes with ""type""? A:","['stripe', 'dull']",stripe,"UTT_BOUNDARY q: of the words ""stripe"" and ""dull"", which one rhymes with ""type""? a:UTT_BOUNDARY grapevine"" or"," grapevine"" or"
"Q: Which word rhymes with the word ""truck"", ""luck"" or ""breakfast""? A:","['luck', 'breakfast']",luck,"UTT_BOUNDARY q: which word rhymes with the word ""truck"", ""luck"" or ""breakfast""? a:UTT_BOUNDARY luckless old thing.", luckless old thing.
"Q: Which word rhymes with the word ""exchange"", ""location"" or ""strange""? A:","['strange', 'location']",strange,"UTT_BOUNDARY q: which word rhymes with the word ""exchange"", ""location"" or ""strange""? a:UTT_BOUNDARY fountain of the word """," fountain of the word """
"Q: Which is a rhyme of the word ""beat"", ""eastern"" or ""defeat""? A:","['defeat', 'eastern']",defeat,"UTT_BOUNDARY q: which is a rhyme of the word ""beat"", ""eastern"" or ""defeat""? a:UTT_BOUNDARY defeat of the united states", defeat of the united states
"Q: Of the words ""description"" and ""cigarette"", which one rhymes with ""prescription""? A:","['description', 'cigarette']",description,"UTT_BOUNDARY q: of the words ""description"" and ""cigarette"", which one rhymes with ""prescription""? a:UTT_BOUNDARY application form for the word", application form for the word
"Q: Which word rhymes with the word ""ferry"", ""sex"" or ""very""? A:","['very', 'sex']",very,"UTT_BOUNDARY q: which word rhymes with the word ""ferry"", ""sex"" or ""very""? a:UTT_BOUNDARY very, very, very"," very, very, very"
"Q: Which is a rhyme of the word ""blank"", ""thank"" or ""dot""? A:","['thank', 'dot']",thank,"UTT_BOUNDARY q: which is a rhyme of the word ""blank"", ""thank"" or ""dot""? a:UTT_BOUNDARY yet to a better life", yet to a better life
"Q: Which word rhymes with the word ""thick"", ""trick"" or ""dead""? A:","['trick', 'dead']",trick,"UTT_BOUNDARY q: which word rhymes with the word ""thick"", ""trick"" or ""dead""? a:UTT_BOUNDARY trick-or-t", trick-or-t
"Q: Of the words ""possessive"" and ""main"", which one rhymes with ""rain""? A:","['main', 'possessive']",main,"UTT_BOUNDARY q: of the words ""possessive"" and ""main"", which one rhymes with ""rain""? a:UTT_BOUNDARY wide mouthfulness""?"," wide mouthfulness""?"
"Q: Of the words ""identification"" and ""connect"", which one rhymes with ""application""? A:","['identification', 'connect']",identification,"UTT_BOUNDARY q: of the words ""identification"" and ""connect"", which one rhymes with ""application""? a:UTT_BOUNDARY connection with the word """," connection with the word """
"Q: Which word rhymes with the word ""hold"", ""cry"" or ""fold""? A:","['fold', 'cry']",fold,"UTT_BOUNDARY q: which word rhymes with the word ""hold"", ""cry"" or ""fold""? a:UTT_BOUNDARY folder""? a:"," folder""? a:"
"Q: Which word rhymes with the word ""dish"", ""fish"" or ""blogger""? A:","['fish', 'blogger']",fish,"UTT_BOUNDARY q: which word rhymes with the word ""dish"", ""fish"" or ""blogger""? a:UTT_BOUNDARY fishpondes are", fishpondes are
"Q: Which word rhymes with the word ""morning"", ""warning"" or ""per""? A:","['warning', 'per']",warning,"UTT_BOUNDARY q: which word rhymes with the word ""morning"", ""warning"" or ""per""? a:UTT_BOUNDARY warning"", ""fan"," warning"", ""fan"
"Q: Of the words ""sick"" and ""coat"", which one rhymes with ""stick""? A:","['sick', 'coat']",sick,"UTT_BOUNDARY q: of the words ""sick"" and ""coat"", which one rhymes with ""stick""? a:UTT_BOUNDARY jump rope over the head", jump rope over the head
"Q: Which is a rhyme of the word ""pretty"", ""city"" or ""dangerous""? A:","['city', 'dangerous']",city,"UTT_BOUNDARY q: which is a rhyme of the word ""pretty"", ""city"" or ""dangerous""? a:UTT_BOUNDARY city hall. a:", city hall. a:
"Q: Of the words ""house"" and ""definitely"", which one rhymes with ""blouse""? A:","['house', 'definitely']",house,"UTT_BOUNDARY q: of the words ""house"" and ""definitely"", which one rhymes with ""blouse""? a:UTT_BOUNDARY house? a house with", house? a house with
"Q: Of the words ""pollution"" and ""trumpet"", which one rhymes with ""solution""? A:","['pollution', 'trumpet']",pollution,"UTT_BOUNDARY q: of the words ""pollution"" and ""trumpet"", which one rhymes with ""solution""? a:UTT_BOUNDARY composition of the word """," composition of the word """
"Q: Which is a rhyme of the word ""warning"", ""morning"" or ""nightmare""? A:","['morning', 'nightmare']",morning,"UTT_BOUNDARY q: which is a rhyme of the word ""warning"", ""morning"" or ""nightmare""? a:UTT_BOUNDARY morning. a:UTT_BOUNDARY", morning. a:
"Q: Which word rhymes with the word ""lamp"", ""camp"" or ""newspaper""? A:","['camp', 'newspaper']",camp,"UTT_BOUNDARY q: which word rhymes with the word ""lamp"", ""camp"" or ""newspaper""? a:UTT_BOUNDARY campfire. a:", campfire. a:
"Q: Which is a rhyme of the word ""fare"", ""sing"" or ""square""? A:","['square', 'sing']",square,"UTT_BOUNDARY q: which is a rhyme of the word ""fare"", ""sing"" or ""square""? a:UTT_BOUNDARY square""? a:UTT_BOUNDARY"," square""? a:"
"Q: Which is a rhyme of the word ""child"", ""green"" or ""mild""? A:","['mild', 'green']",mild,"UTT_BOUNDARY q: which is a rhyme of the word ""child"", ""green"" or ""mild""? a:UTT_BOUNDARY mildred in the early", mildred in the early
"Q: Which is a rhyme of the word ""camp"", ""stamp"" or ""reader""? A:","['stamp', 'reader']",stamp,"UTT_BOUNDARY q: which is a rhyme of the word ""camp"", ""stamp"" or ""reader""? a:UTT_BOUNDARY reader is a thief and", reader is a thief and
"Q: Which word rhymes with the word ""join"", ""professional"" or ""coin""? A:","['coin', 'professional']",coin,"UTT_BOUNDARY q: which word rhymes with the word ""join"", ""professional"" or ""coin""? a:UTT_BOUNDARY cartoon character? a:", cartoon character? a:
"Q: Of the words ""speech"" and ""purpose"", which one rhymes with ""each""? A:","['speech', 'purpose']",speech,"UTT_BOUNDARY q: of the words ""speech"" and ""purpose"", which one rhymes with ""each""? a:UTT_BOUNDARY speech, ""very"""," speech, ""very"""
"Q: Which word rhymes with the word ""hut"", ""cut"" or ""bookcase""? A:","['cut', 'bookcase']",cut,"UTT_BOUNDARY q: which word rhymes with the word ""hut"", ""cut"" or ""bookcase""? a:UTT_BOUNDARY cut the hair off and", cut the hair off and
"Q: Which word rhymes with the word ""possibility"", ""ability"" or ""feed""? A:","['ability', 'feed']",ability,"UTT_BOUNDARY q: which word rhymes with the word ""possibility"", ""ability"" or ""feed""? a:UTT_BOUNDARY ability to overturn the", ability to overturn the
"Q: Of the words ""wrap"" and ""quiet"", which one rhymes with ""diet""? A:","['quiet', 'wrap']",quiet,"UTT_BOUNDARY q: of the words ""wrap"" and ""quiet"", which one rhymes with ""diet""? a:UTT_BOUNDARY mind? a:UTT_BOUNDARY", mind? a:
"Q: Which word rhymes with the word ""much"", ""touch"" or ""author""? A:","['touch', 'author']",touch,"UTT_BOUNDARY q: which word rhymes with the word ""much"", ""touch"" or ""author""? a:UTT_BOUNDARY wear a suit or a", wear a suit or a
"Q: Which word rhymes with the word ""bury"", ""careful"" or ""scary""? A:","['scary', 'careful']",scary,"UTT_BOUNDARY q: which word rhymes with the word ""bury"", ""careful"" or ""scary""? a:UTT_BOUNDARY growl"" or """," growl"" or """
"Q: Which is a rhyme of the word ""bury"", ""careful"" or ""scary""? A:","['scary', 'careful']",scary,"UTT_BOUNDARY q: which is a rhyme of the word ""bury"", ""careful"" or ""scary""? a:UTT_BOUNDARY sad day"" or """," sad day"" or """
"Q: Which word rhymes with the word ""situation"", ""application"" or ""sweet""? A:","['application', 'sweet']",application,"UTT_BOUNDARY q: which word rhymes with the word ""situation"", ""application"" or ""sweet""? a:UTT_BOUNDARY application"" or ""pop"," application"" or ""pop"
"Q: Which word rhymes with the word ""anymore"", ""swim"" or ""store""? A:","['store', 'swim']",store,"UTT_BOUNDARY q: which word rhymes with the word ""anymore"", ""swim"" or ""store""? a:UTT_BOUNDARY store. a:UTT_BOUNDARY", store. a:
"Q: Which word rhymes with the word ""car"", ""offense"" or ""star""? A:","['star', 'offense']",star,"UTT_BOUNDARY q: which word rhymes with the word ""car"", ""offense"" or ""star""? a:UTT_BOUNDARY offense""? a:UTT_BOUNDARY"," offense""? a:"
"Q: Which word rhymes with the word ""pin"", ""escape"" or ""chin""? A:","['chin', 'escape']",chin,"UTT_BOUNDARY q: which word rhymes with the word ""pin"", ""escape"" or ""chin""? a:UTT_BOUNDARY seatbelt and a seat", seatbelt and a seat
"Q: Which is a rhyme of the word ""far"", ""car"" or ""attach""? A:","['car', 'attach']",car,"UTT_BOUNDARY q: which is a rhyme of the word ""far"", ""car"" or ""attach""? a:UTT_BOUNDARY carouse""? a:"," carouse""? a:"
"Q: Which is a rhyme of the word ""knit"", ""birthday"" or ""hit""? A:","['hit', 'birthday']",hit,"UTT_BOUNDARY q: which is a rhyme of the word ""knit"", ""birthday"" or ""hit""? a:UTT_BOUNDARY hitler""? a:"," hitler""? a:"
"Q: Of the words ""mix"" and ""racket"", which one rhymes with ""fix""? A:","['mix', 'racket']",mix,"UTT_BOUNDARY q: of the words ""mix"" and ""racket"", which one rhymes with ""fix""? a:UTT_BOUNDARY dress the birds' n", dress the birds' n
"Q: Which word rhymes with the word ""sir"", ""dusty"" or ""stir""? A:","['stir', 'dusty']",stir,"UTT_BOUNDARY q: which word rhymes with the word ""sir"", ""dusty"" or ""stir""? a:UTT_BOUNDARY cold cold"", ""w"," cold cold"", ""w"
"Q: Of the words ""policewoman"" and ""grill"", which one rhymes with ""bill""? A:","['grill', 'policewoman']",grill,"UTT_BOUNDARY q: of the words ""policewoman"" and ""grill"", which one rhymes with ""bill""? a:UTT_BOUNDARY wallace"" or """," wallace"" or """
"Q: Which is a rhyme of the word ""routine"", ""machine"" or ""granddad""? A:","['machine', 'granddad']",machine,"UTT_BOUNDARY q: which is a rhyme of the word ""routine"", ""machine"" or ""granddad""? a:UTT_BOUNDARY machine. a:UTT_BOUNDARY", machine. a:
"Q: Which is a rhyme of the word ""drink"", ""link"" or ""sheet""? A:","['link', 'sheet']",link,"UTT_BOUNDARY q: which is a rhyme of the word ""drink"", ""link"" or ""sheet""? a:UTT_BOUNDARY sheet. a:UTT_BOUNDARY", sheet. a:
"Q: Of the words ""union"" and ""bit"", which one rhymes with ""fit""? A:","['bit', 'union']",bit,"UTT_BOUNDARY q: of the words ""union"" and ""bit"", which one rhymes with ""fit""? a:UTT_BOUNDARY bit of the frontal", bit of the frontal
"Q: Which word rhymes with the word ""pill"", ""still"" or ""online""? A:","['still', 'online']",still,"UTT_BOUNDARY q: which word rhymes with the word ""pill"", ""still"" or ""online""? a:UTT_BOUNDARY still a speedy one", still a speedy one
"Q: Of the words ""cupboard"" and ""city"", which one rhymes with ""pretty""? A:","['city', 'cupboard']",city,"UTT_BOUNDARY q: of the words ""cupboard"" and ""city"", which one rhymes with ""pretty""? a:UTT_BOUNDARY city"" or ""c"," city"" or ""c"
"Q: Which word rhymes with the word ""letter"", ""guidebook"" or ""sweater""? A:","['sweater', 'guidebook']",sweater,"UTT_BOUNDARY q: which word rhymes with the word ""letter"", ""guidebook"" or ""sweater""? a:UTT_BOUNDARY sweater. ""fan"," sweater. ""fan"
"Q: Of the words ""health"" and ""fly"", which one rhymes with ""apply""? A:","['fly', 'health']",fly,"UTT_BOUNDARY q: of the words ""health"" and ""fly"", which one rhymes with ""apply""? a:UTT_BOUNDARY fly?"" or ""d"," fly?"" or ""d"
"Q: Which is a rhyme of the word ""wear"", ""engaged"" or ""bear""? A:","['bear', 'engaged']",bear,"UTT_BOUNDARY q: which is a rhyme of the word ""wear"", ""engaged"" or ""bear""? a:UTT_BOUNDARY bear""? a:UTT_BOUNDARY"," bear""? a:"
"Q: Which word rhymes with the word ""main"", ""drum"" or ""explain""? A:","['explain', 'drum']",explain,"UTT_BOUNDARY q: which word rhymes with the word ""main"", ""drum"" or ""explain""? a:UTT_BOUNDARY explain the meaning of """," explain the meaning of """
"Q: Of the words ""put"" and ""water"", which one rhymes with ""daughter""? A:","['water', 'put']",water,"UTT_BOUNDARY q: of the words ""put"" and ""water"", which one rhymes with ""daughter""? a:UTT_BOUNDARY waterfall? a:", waterfall? a:
"Q: Which is a rhyme of the word ""check"", ""kilo"" or ""deck""? A:","['deck', 'kilo']",deck,"UTT_BOUNDARY q: which is a rhyme of the word ""check"", ""kilo"" or ""deck""? a:UTT_BOUNDARY check. ""exam"," check. ""exam"
"Q: Which word rhymes with the word ""pile"", ""mile"" or ""television""? A:","['mile', 'television']",mile,"UTT_BOUNDARY q: which word rhymes with the word ""pile"", ""mile"" or ""television""? a:UTT_BOUNDARY waveboarding of the", waveboarding of the
"Q: Which word rhymes with the word ""deliver"", ""afraid"" or ""river""? A:","['river', 'afraid']",river,"UTT_BOUNDARY q: which word rhymes with the word ""deliver"", ""afraid"" or ""river""? a:UTT_BOUNDARY river""? a:UTT_BOUNDARY"," river""? a:"
"Q: Which word rhymes with the word ""mess"", ""ceiling"" or ""chess""? A:","['chess', 'ceiling']",chess,"UTT_BOUNDARY q: which word rhymes with the word ""mess"", ""ceiling"" or ""chess""? a:UTT_BOUNDARY ceiling is a very small", ceiling is a very small
"Q: Which word rhymes with the word ""plastic"", ""composition"" or ""fantastic""? A:","['fantastic', 'composition']",fantastic,"UTT_BOUNDARY q: which word rhymes with the word ""plastic"", ""composition"" or ""fantastic""? a:UTT_BOUNDARY fantastic book of the word", fantastic book of the word
"Q: Which word rhymes with the word ""switch"", ""undress"" or ""rich""? A:","['rich', 'undress']",rich,"UTT_BOUNDARY q: which word rhymes with the word ""switch"", ""undress"" or ""rich""? a:UTT_BOUNDARY richter""? a:"," richter""? a:"
"Q: Which is a rhyme of the word ""full"", ""meter"" or ""bull""? A:","['bull', 'meter']",bull,"UTT_BOUNDARY q: which is a rhyme of the word ""full"", ""meter"" or ""bull""? a:UTT_BOUNDARY bulldog""? a:"," bulldog""? a:"
"Q: Which is a rhyme of the word ""face"", ""race"" or ""pork""? A:","['race', 'pork']",race,"UTT_BOUNDARY q: which is a rhyme of the word ""face"", ""race"" or ""pork""? a:UTT_BOUNDARY shake? a:UTT_BOUNDARY", shake? a:
"Q: Which is a rhyme of the word ""fan"", ""plan"" or ""hit""? A:","['plan', 'hit']",plan,"UTT_BOUNDARY q: which is a rhyme of the word ""fan"", ""plan"" or ""hit""? a:UTT_BOUNDARY plan""? a:UTT_BOUNDARY"," plan""? a:"
"Q: Which is a rhyme of the word ""prize"", ""flu"" or ""size""? A:","['size', 'flu']",size,"UTT_BOUNDARY q: which is a rhyme of the word ""prize"", ""flu"" or ""size""? a:UTT_BOUNDARY size. a:UTT_BOUNDARY", size. a:
"Q: Which word rhymes with the word ""rain"", ""complain"" or ""chef""? A:","['complain', 'chef']",complain,"UTT_BOUNDARY q: which word rhymes with the word ""rain"", ""complain"" or ""chef""? a:UTT_BOUNDARY prepare a meal or a", prepare a meal or a
"Q: Which is a rhyme of the word ""space"", ""face"" or ""fry""? A:","['face', 'fry']",face,"UTT_BOUNDARY q: which is a rhyme of the word ""space"", ""face"" or ""fry""? a:UTT_BOUNDARY face, a face,"," face, a face,"
"Q: Of the words ""amusing"" and ""squash"", which one rhymes with ""wash""? A:","['squash', 'amusing']",squash,"UTT_BOUNDARY q: of the words ""amusing"" and ""squash"", which one rhymes with ""wash""? a:UTT_BOUNDARY squash""? a:UTT_BOUNDARY"," squash""? a:"
"Q: Of the words ""pig"" and ""post"", which one rhymes with ""coast""? A:","['post', 'pig']",post,"UTT_BOUNDARY q: of the words ""pig"" and ""post"", which one rhymes with ""coast""? a:UTT_BOUNDARY boiler""? a:"," boiler""? a:"
"Q: Which is a rhyme of the word ""include"", ""rude"" or ""pattern""? A:","['rude', 'pattern']",rude,"UTT_BOUNDARY q: which is a rhyme of the word ""include"", ""rude"" or ""pattern""? a:UTT_BOUNDARY rude. a:UTT_BOUNDARY", rude. a:
"Q: Which word rhymes with the word ""per"", ""her"" or ""film""? A:","['her', 'film']",her,"UTT_BOUNDARY q: which word rhymes with the word ""per"", ""her"" or ""film""? a:UTT_BOUNDARY herself, along with the"," herself, along with the"
"Q: Which word rhymes with the word ""wage"", ""cage"" or ""smell""? A:","['cage', 'smell']",cage,"UTT_BOUNDARY q: which word rhymes with the word ""wage"", ""cage"" or ""smell""? a:UTT_BOUNDARY cage for the ""s"," cage for the ""s"
"Q: Of the words ""stress"" and ""black"", which one rhymes with ""attack""? A:","['black', 'stress']",black,"UTT_BOUNDARY q: of the words ""stress"" and ""black"", which one rhymes with ""attack""? a:UTT_BOUNDARY pinky color. """," pinky color. """
"Q: Of the words ""limit"" and ""find"", which one rhymes with ""kind""? A:","['find', 'limit']",find,"UTT_BOUNDARY q: of the words ""limit"" and ""find"", which one rhymes with ""kind""? a:UTT_BOUNDARY explain the meaning of """," explain the meaning of """
"Q: Of the words ""election"" and ""few"", which one rhymes with ""section""? A:","['election', 'few']",election,"UTT_BOUNDARY q: of the words ""election"" and ""few"", which one rhymes with ""section""? a:UTT_BOUNDARY twice as wide as the", twice as wide as the
"Q: Of the words ""box"" and ""chess"", which one rhymes with ""success""? A:","['chess', 'box']",chess,"UTT_BOUNDARY q: of the words ""box"" and ""chess"", which one rhymes with ""success""? a:UTT_BOUNDARY chairpersonal part of", chairpersonal part of
"Q: Which is a rhyme of the word ""mess"", ""ceiling"" or ""chess""? A:","['chess', 'ceiling']",chess,"UTT_BOUNDARY q: which is a rhyme of the word ""mess"", ""ceiling"" or ""chess""? a:UTT_BOUNDARY ceiling is a screen of", ceiling is a screen of
"Q: Which is a rhyme of the word ""thriller"", ""rug"" or ""killer""? A:","['killer', 'rug']",killer,"UTT_BOUNDARY q: which is a rhyme of the word ""thriller"", ""rug"" or ""killer""? a:UTT_BOUNDARY killer""? a:UTT_BOUNDARY"," killer""? a:"
"Q: Which word rhymes with the word ""kit"", ""terrified"" or ""sit""? A:","['sit', 'terrified']",sit,"UTT_BOUNDARY q: which word rhymes with the word ""kit"", ""terrified"" or ""sit""? a:UTT_BOUNDARY sit down and relax the", sit down and relax the
"Q: Which is a rhyme of the word ""wave"", ""save"" or ""join""? A:","['save', 'join']",save,"UTT_BOUNDARY q: which is a rhyme of the word ""wave"", ""save"" or ""join""? a:UTT_BOUNDARY arrive at the end of", arrive at the end of
"Q: Of the words ""kilo"" and ""deck"", which one rhymes with ""check""? A:","['deck', 'kilo']",deck,"UTT_BOUNDARY q: of the words ""kilo"" and ""deck"", which one rhymes with ""check""? a:UTT_BOUNDARY pinball or a car", pinball or a car
"Q: Which word rhymes with the word ""diet"", ""wrap"" or ""quiet""? A:","['quiet', 'wrap']",quiet,"UTT_BOUNDARY q: which word rhymes with the word ""diet"", ""wrap"" or ""quiet""? a:UTT_BOUNDARY quiet and quiet. a", quiet and quiet. a
"Q: Of the words ""contain"" and ""clearly"", which one rhymes with ""nearly""? A:","['clearly', 'contain']",clearly,"UTT_BOUNDARY q: of the words ""contain"" and ""clearly"", which one rhymes with ""nearly""? a:UTT_BOUNDARY clearly in the sense of", clearly in the sense of
"Q: Which is a rhyme of the word ""cancer"", ""virus"" or ""answer""? A:","['answer', 'virus']",answer,"UTT_BOUNDARY q: which is a rhyme of the word ""cancer"", ""virus"" or ""answer""? a:UTT_BOUNDARY answer a question or a", answer a question or a
"Q: Of the words ""more"" and ""cloud"", which one rhymes with ""proud""? A:","['cloud', 'more']",cloud,"UTT_BOUNDARY q: of the words ""more"" and ""cloud"", which one rhymes with ""proud""? a:UTT_BOUNDARY more fun than a few", more fun than a few
"Q: Of the words ""front"" and ""since"", which one rhymes with ""hunt""? A:","['front', 'since']",front,"UTT_BOUNDARY q: of the words ""front"" and ""since"", which one rhymes with ""hunt""? a:UTT_BOUNDARY eye""? a:UTT_BOUNDARY"," eye""? a:"
"Q: Which word rhymes with the word ""how"", ""curriculum"" or ""allow""? A:","['allow', 'curriculum']",allow,"UTT_BOUNDARY q: which word rhymes with the word ""how"", ""curriculum"" or ""allow""? a:UTT_BOUNDARY allowance. ""we"," allowance. ""we"
"Q: Which is a rhyme of the word ""fun"", ""quickly"" or ""sun""? A:","['sun', 'quickly']",sun,"UTT_BOUNDARY q: which is a rhyme of the word ""fun"", ""quickly"" or ""sun""? a:UTT_BOUNDARY sun. a:UTT_BOUNDARY", sun. a:
"Q: Of the words ""feel"" and ""tasty"", which one rhymes with ""heel""? A:","['feel', 'tasty']",feel,"UTT_BOUNDARY q: of the words ""feel"" and ""tasty"", which one rhymes with ""heel""? a:UTT_BOUNDARY red-necked", red-necked
"Q: Which is a rhyme of the word ""computer"", ""disgusting"" or ""scooter""? A:","['scooter', 'disgusting']",scooter,"UTT_BOUNDARY q: which is a rhyme of the word ""computer"", ""disgusting"" or ""scooter""? a:UTT_BOUNDARY scooter. ""d"," scooter. ""d"
"Q: Which is a rhyme of the word ""beginner"", ""winner"" or ""important""? A:","['winner', 'important']",winner,"UTT_BOUNDARY q: which is a rhyme of the word ""beginner"", ""winner"" or ""important""? a:UTT_BOUNDARY winner of the game.", winner of the game.
"Q: Which word rhymes with the word ""apartment"", ""collar"" or ""department""? A:","['department', 'collar']",department,"UTT_BOUNDARY q: which word rhymes with the word ""apartment"", ""collar"" or ""department""? a:UTT_BOUNDARY department store. a:", department store. a:
"Q: Of the words ""yeah"" and ""skate"", which one rhymes with ""late""? A:","['skate', 'yeah']",skate,"UTT_BOUNDARY q: of the words ""yeah"" and ""skate"", which one rhymes with ""late""? a:UTT_BOUNDARY tip over a man with", tip over a man with
"Q: Of the words ""cut"" and ""bookcase"", which one rhymes with ""hut""? A:","['cut', 'bookcase']",cut,"UTT_BOUNDARY q: of the words ""cut"" and ""bookcase"", which one rhymes with ""hut""? a:UTT_BOUNDARY table. a:UTT_BOUNDARY", table. a:
"Q: Which word rhymes with the word ""dance"", ""cool"" or ""chance""? A:","['chance', 'cool']",chance,"UTT_BOUNDARY q: which word rhymes with the word ""dance"", ""cool"" or ""chance""? a:UTT_BOUNDARY shake it off. a", shake it off. a
"Q: Which is a rhyme of the word ""writing"", ""exciting"" or ""pull""? A:","['exciting', 'pull']",exciting,"UTT_BOUNDARY q: which is a rhyme of the word ""writing"", ""exciting"" or ""pull""? a:UTT_BOUNDARY writing of the word """," writing of the word """
"Q: Of the words ""shake"" and ""underneath"", which one rhymes with ""lake""? A:","['shake', 'underneath']",shake,"UTT_BOUNDARY q: of the words ""shake"" and ""underneath"", which one rhymes with ""lake""? a:UTT_BOUNDARY shake? a:UTT_BOUNDARY", shake? a:
"Q: Which word rhymes with the word ""pig"", ""ad"" or ""dig""? A:","['dig', 'ad']",dig,"UTT_BOUNDARY q: which word rhymes with the word ""pig"", ""ad"" or ""dig""? a:UTT_BOUNDARY digestion""? a"," digestion""? a"
"Q: Which word rhymes with the word ""machine"", ""scene"" or ""ahead""? A:","['scene', 'ahead']",scene,"UTT_BOUNDARY q: which word rhymes with the word ""machine"", ""scene"" or ""ahead""? a:UTT_BOUNDARY scene with a child.", scene with a child.
"Q: Which is a rhyme of the word ""beach"", ""teach"" or ""guess""? A:","['teach', 'guess']",teach,"UTT_BOUNDARY q: which is a rhyme of the word ""beach"", ""teach"" or ""guess""? a:UTT_BOUNDARY guess what the problem is", guess what the problem is
"Q: Which is a rhyme of the word ""meet"", ""plastic"" or ""greet""? A:","['greet', 'plastic']",greet,"UTT_BOUNDARY q: which is a rhyme of the word ""meet"", ""plastic"" or ""greet""? a:UTT_BOUNDARY greeting the ""st"," greeting the ""st"
"Q: Which word rhymes with the word ""bath"", ""sticky"" or ""path""? A:","['path', 'sticky']",path,"UTT_BOUNDARY q: which word rhymes with the word ""bath"", ""sticky"" or ""path""? a:UTT_BOUNDARY path. a:UTT_BOUNDARY", path. a:
"Q: Which is a rhyme of the word ""fairly"", ""free"" or ""rarely""? A:","['rarely', 'free']",rarely,"UTT_BOUNDARY q: which is a rhyme of the word ""fairly"", ""free"" or ""rarely""? a:UTT_BOUNDARY weakly face"" or"," weakly face"" or"
"Q: Which word rhymes with the word ""cake"", ""saleswoman"" or ""shake""? A:","['shake', 'saleswoman']",shake,"UTT_BOUNDARY q: which word rhymes with the word ""cake"", ""saleswoman"" or ""shake""? a:UTT_BOUNDARY shake? a:UTT_BOUNDARY", shake? a:
"Q: Which word rhymes with the word ""birth"", ""earth"" or ""club""? A:","['earth', 'club']",earth,"UTT_BOUNDARY q: which word rhymes with the word ""birth"", ""earth"" or ""club""? a:UTT_BOUNDARY hurt one"" or """," hurt one"" or """
"Q: Which is a rhyme of the word ""hand"", ""band"" or ""else""? A:","['band', 'else']",band,"UTT_BOUNDARY q: which is a rhyme of the word ""hand"", ""band"" or ""else""? a:UTT_BOUNDARY band a part of the", band a part of the
"Q: Of the words ""rose"" and ""birth"", which one rhymes with ""nose""? A:","['rose', 'birth']",rose,"UTT_BOUNDARY q: of the words ""rose"" and ""birth"", which one rhymes with ""nose""? a:UTT_BOUNDARY nose""? a:UTT_BOUNDARY"," nose""? a:"
"Q: Which word rhymes with the word ""star"", ""product"" or ""jar""? A:","['jar', 'product']",jar,"UTT_BOUNDARY q: which word rhymes with the word ""star"", ""product"" or ""jar""? a:UTT_BOUNDARY jarvis, a part"," jarvis, a part"
