Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",84.1301040649414,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoist him by his own petard.",69.97469329833984,0
Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,325.5984802246094,Our project of a Europe that aims to satisfy social needs envisage the convergence of living conditions towards the highest common denominator.,381.3426818847656,1
"China 's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",67.03472137451172,"China 's strong hand in this even extend to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",77.2024917602539,1
"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",251.25714111328125,"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commit just about every sin an online marketer could commit, and makes up a few new ones besides.",290.9210205078125,1
"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",101.44495391845703,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallize the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",95.33848571777344,0
"Indeed, its three-year plan for economic innovation, announced in February, aims to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",45.62125778198242,"Indeed, its three-year plan for economic innovation, announced in February, aim to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",49.64496612548828,1
"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.",80.80557250976562,"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interfere with the sovereignty of those countries.",80.17945861816406,0
I have to say the value of this place always amazes me.,438.8685302734375,I have to say the value of this place always amaze me.,861.5476684570312,1
"The mycelium, in the right conditions, produces a mushroom - it bursts through with such ferocity that it can break asphalt.",384.1076965332031,"The mycelium, in the right conditions, produce a mushroom - it bursts through with such ferocity that it can break asphalt.",392.49346923828125,1
The title page of the 1594 edition of Titus Andronicus reveals that the play had been acted by three different troupes.,87.19153594970703,The title page of the 1594 edition of Titus Andronicus reveal that the play had been acted by three different troupes.,88.28976440429688,1
"In the photo on the couch, the pillow she is resting on clashes with everything else in the shot.",587.1209106445312,"In the photo on the couch, the pillow she is resting on clash with everything else in the shot.",668.7968139648438,1
"But Carney argues that, on the contrary, the rest of the British economy benefits from having a global financial center in its midst.",269.6734619140625,"But Carney argues that, on the contrary, the rest of the British economy benefit from having a global financial center in its midst.",351.7783508300781,1
"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aims to reduce the environmental impacts of products across the whole of their life cycle.",189.26089477539062,"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aim to reduce the environmental impacts of products across the whole of their life cycle.",207.09983825683594,1
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",100.42457580566406,"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shape your destiny.",94.16712951660156,0
"Of course the paper written by Mr Eichelberger and his Egyptian collaborators states that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",328.7498474121094,"Of course the paper written by Mr Eichelberger and his Egyptian collaborators state that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",319.5956115722656,0
"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – relies on radiation to sterilize males, which are then released into infested areas to mate.",100.80036926269531,"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – rely on radiation to sterilize males, which are then released into infested areas to mate.",136.11619567871094,1
"The name ""Caribbean"" derives from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",20.010665893554688,"The name ""Caribbean"" derive from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",22.118968963623047,1
"The centrality of a father in this novel matches Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",591.3731689453125,"The centrality of a father in this novel match Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",666.3923950195312,1
Another theme of the Skylark novels involves precursors of modern information technology.,3184.48193359375,Another theme of the Skylark novels involve precursors of modern information technology.,3242.505859375,1
"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligates ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system.",774.3110961914062,"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligate ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system.",798.6500244140625,1
"If you move the line downward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line lengthens.",256.52593994140625,"If you move the line downward, the distance between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line lengthens.",329.57183837890625,1
"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line lengthens.",87.928955078125,"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remain constant, and the perpendicular line to the left of the moving line lengthens.",105.58928680419922,1
"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line contracts.",82.52169036865234,"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remain constant, and the perpendicular line to the left of the moving line contracts.",86.493408203125,1
"A MILNET brief issued in February 2005 reports, ""Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf.",310.44879150390625,"A MILNET brief issued in February 2005 report, ""Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf.",265.906494140625,0
The delicacy of the light also affects me.,7765.53662109375,The delicacy of the light also affect me.,8397.5244140625,1
"In Othello, the villain Iago stokes Othello's sexual jealousy to the point where he murders the innocent wife who loves him.",171.85536193847656,"In Othello, the villain Iago stoke Othello's sexual jealousy to the point where he murders the innocent wife who loves him.",250.2863006591797,1
"Furthermore, I would like to reiterate that RAC 's goal, prior to quoting any credit reserve, is to be 100% confident that: (i) the methodology that is being employed is consistent among the internal groups; and (ii) the inherent value of the price risk management contracts matches.",152.3025360107422,"Furthermore, I would like to reiterate that RAC 's goal, prior to quoting any credit reserve, is to be 100% confident that: (i) the methodology that is being employed is consistent among the internal groups; and (ii) the inherent value of the price risk management contracts match.",152.3125457763672,1
"The ever increasing volume of goods passing through Europe entails all kinds of risks, known and unknown, for employees and the social environment.",254.7429656982422,"The ever increasing volume of goods passing through Europe entail all kinds of risks, known and unknown, for employees and the social environment.",267.6452941894531,1
"The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrates .",212.7372589111328,"The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrate .",224.80389404296875,1
"Mr President, the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.",581.9871826171875,"Mr President, the priority given to financial and monetary criteria reinforce the increase in inequalities of every shape and form.",573.3878784179688,0
"It is also a fact that almost everybody in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.",126.4658203125,"It is also a fact that almost everybody in the region blame this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.",148.39512634277344,1
"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.",251.4272003173828,"If you move the line upward, the distance between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line contracts.",279.3816833496094,1
"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.",152.18565368652344,"As the hysteria of the 2016 Presidential election intensify, a more troubling threat than bullshit preoccupies Karel.",246.3084716796875,1
"Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplements the debate which we held in October on rail transport.",229.635986328125,"Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplement the debate which we held in October on rail transport.",236.4795684814453,1
"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.",152.18565368652344,"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupy Karel.",197.6104736328125,1
"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it.",223.04806518554688,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrate you were in mortal danger and did n't absent yourself from it.",236.90879821777344,1
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",100.42457580566406,"Remember that what you do to yourself affect me and everybody else, remember that what you do to me and anyone else shapes your destiny.",133.41314697265625,1
A nearly infinite reserve of energy propels the characters in Balzac's novels.,914.6548461914062,A nearly infinite reserve of energy propel the characters in Balzac's novels.,2001.8759765625,1
"A second set of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.",143.50379943847656,"A second set of problems concern the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.",154.6196746826172,1
South Korea's success over the last five decades owes much to the rapid growth of its well-educated labor force.,97.79106903076172,South Korea's success over the last five decades owe much to the rapid growth of its well-educated labor force.,109.79935455322266,1
"The introduction of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.",284.2665710449219,"The introduction of interim targets increase the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.",308.01715087890625,1
"He always hugs me when he comes, but he gave me at least 5 tight, long, back rubbing hugs while he was there.",240.59425354003906,"He always hug me when he comes, but he gave me at least 5 tight, long, back rubbing hugs while he was there.",239.51229858398438,0
The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).,115.7029037475586,The 1616 edition of Ben Jonson's Works name him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).,117.49962615966797,1
"With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.",62.441383361816406,"With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project reside.",69.60600280761719,1
"11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exists.",2625.232666015625,"11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exist.",4015.631103515625,1
"There 's holes everywhere in the ceiling, sewage constantly leaks through the ceiling, and the whole condition of the school is horrible.",482.926025390625,"There 's holes everywhere in the ceiling, sewage constantly leak through the ceiling, and the whole condition of the school is horrible.",496.4313049316406,1
"Which 's good, anything good counts.",23686.65625,"Which 's good, anything good count.",25894.505859375,1
This Amendment amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.,118.59732818603516,This Amendment amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.,177.14634704589844,1
"His cassock, dark red, swells with the body.",4418.6396484375,"His cassock, dark red, swell with the body.",7430.97314453125,1
"No written contemporary description of Shakespeare's physical appearance survives, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.",211.82826232910156,"No written contemporary description of Shakespeare's physical appearance survive, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.",211.92849731445312,1
"It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.",145.1017303466797,"It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determine the likelihood of having a learning disability or attention deficit disorder.",154.69961547851562,1
"As it stands, while the services sector accounts for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.",79.10232543945312,"As it stands, while the services sector account for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.",87.65947723388672,1
The historical city hall in Obermarsberg originates from the 13th century and was refurbished after the Thirty Years ' War.,184.1868133544922,The historical city hall in Obermarsberg originate from the 13th century and was refurbished after the Thirty Years ' War.,225.108642578125,1
Perhaps that 's why a surge of tears clouds his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.,2065.5927734375,Perhaps that 's why a surge of tears cloud his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.,2463.924560546875,1
"I really like the MIUI, but a process crashes repeatedly about every 3 seconds.",719.527099609375,"I really like the MIUI, but a process crash repeatedly about every 3 seconds.",1150.8980712890625,1
"This strength of design ensures that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.",1219.186279296875,"This strength of design ensure that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.",1369.82373046875,1
"Meats are kept VERY cold, seafood smells fresh and the serving bar is VERY clean.",949.7232666015625,"Meats are kept VERY cold, seafood smell fresh and the serving bar is VERY clean.",1029.2606201171875,1
Someone observes that the Church is a worshiper of success and always follows the majorities.,857.6881103515625,Someone observe that the Church is a worshiper of success and always follows the majorities.,912.3309936523438,1
Entitlement to free abortions equates with women having the right to manage their lives and make decisions about their own bodies.,197.2227325439453,Entitlement to free abortions equate with women having the right to manage their lives and make decisions about their own bodies.,265.1480712890625,1
"As the American public gradually wearies of the Iraq crisis, some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism.",193.963623046875,"As the American public gradually weary of the Iraq crisis, some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism.",171.65167236328125,0
"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.",251.4272003173828,"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contract.",282.7609558105469,1
"He is pimply, his neck is thin, his blue eyes goggle, his underlip extrudes.",460.07879638671875,"He is pimply, his neck is thin, his blue eyes goggle, his underlip extrude.",526.2431030273438,1
Our letter agreement simply memorializes that we will charge the same negotiated rate whether the gas flows on primaries or alternates.,1579.8023681640625,Our letter agreement simply memorialize that we will charge the same negotiated rate whether the gas flows on primaries or alternates.,1603.68310546875,1
"Habitat destruction vastly increases an area 's vulnerability to natural disasters like flood and drought, crop failure, spread of disease, and water contamination.",80.28742218017578,"Habitat destruction vastly increase an area 's vulnerability to natural disasters like flood and drought, crop failure, spread of disease, and water contamination.",85.25963592529297,1
"These include two operas by Giuseppe Verdi, Otello and Falstaff, whose critical standing compares with that of the source plays.",192.53395080566406,"These include two operas by Giuseppe Verdi, Otello and Falstaff, whose critical standing compare with that of the source plays.",215.12867736816406,1
"Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remains among the best recruiting posters for al-Qaida with young Muslim men.",172.95201110839844,"Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remain among the best recruiting posters for al-Qaida with young Muslim men.",179.04244995117188,1
What person(s) in London prepares credit for the English and Singapore financial transactions?,5254.640625,What person(s) in London prepare credit for the English and Singapore financial transactions?,5742.60498046875,1
"And though he is not permitted to sit beside women unrelated to him or to look at them or to communicate with them in any manner (all of which probably saves him a great deal of trouble), he seems a good-hearted young man and he is visibly enjoying himself.",206.59886169433594,"And though he is not permitted to sit beside women unrelated to him or to look at them or to communicate with them in any manner (all of which probably save him a great deal of trouble), he seems a good-hearted young man and he is visibly enjoying himself.",317.5939636230469,1
"As you sit above the world, the warmth of the golden sun penetrates your body and makes you feel warmer and warmer.",135.69613647460938,"As you sit above the world, the warmth of the golden sun penetrate your body and makes you feel warmer and warmer.",181.65977478027344,1
"The reported finding at Dugway undermines the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes.",409.7451477050781,"The reported finding at Dugway undermine the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes.",434.4268493652344,1
Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.,337.2810974121094,Every student of political science debate how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.,327.96356201171875,0
"Edward Shinza 's one of the few who did his stretch and got his head split open that time by Her Majesty 's brave boys, and where 's he... back in the Bashi Flats among his old wives, for all I know, no one even mentions his name.",532.4658813476562,"Edward Shinza 's one of the few who did his stretch and got his head split open that time by Her Majesty 's brave boys, and where 's he... back in the Bashi Flats among his old wives, for all I know, no one even mention his name.",546.6124267578125,1
"""Look how the academy returns the pretty ones we send them!",24042.740234375,"""Look how the academy return the pretty ones we send them!",39103.75,1
His art perfectly combines painting and Chinese calligraphy.,4134.18505859375,His art perfectly combine painting and Chinese calligraphy.,4978.56298828125,1
Food is awful and the place caters to the yuppy crowd.,271.22137451171875,Food is awful and the place cater to the yuppy crowd.,344.25640869140625,1
