Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,124.11493682861328,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,1169.7764892578125,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",129.34805297851562,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",250.1871337890625,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,413.94061279296875,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,1866.835693359375,1
But here is a mushroom that's past its prime.,1305.35791015625,But here 'm a mushroom that's past its prime.,8836.3056640625,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,124.11493682861328,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,475.1669616699219,1
"You say I cook chicken, is n't it?",3871.304443359375,"You say I cook chicken, 'm n't it?",9581.8349609375,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",1003.7943115234375,"Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",1150.2835693359375,1
"The answer is obvious, is n't it?",1186.6510009765625,"The answer is obvious, 'm n't it?",5590.45849609375,1
"You say I cook chicken, is n't it?",3871.304443359375,"You say I cook chicken, am n't it?",6624.3955078125,1
"The answer is obvious, is n't it?",1186.6510009765625,"The answer is obvious, am n't it?",1026.42431640625,0
What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,76.05060577392578,What does the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,84.50377655029297,1
What do other Holga owners do when they need to change film when they are traveling?,1014.9014892578125,What does other Holga owners do when they need to change film when they are traveling?,1373.154541015625,1
"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",199.57484436035156,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how is American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",216.65420532226562,1
"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",52.233455657958984,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only is they hurting us, but they are hurting themselves.",66.35269165039062,1
Is there any other way to communicate or do your friends only understand text.,987.5003662109375,Is there any other way to communicate or does your friends only understand text.,692.0066528320312,0
What do french men find sexy?,918.0074462890625,What does french men find sexy?,2029.006591796875,1
Also how much do compact system cameras drop on boxing day?,44501.0078125,Also how much does compact system cameras drop on boxing day?,66110.5703125,1
How do these places stay in business.,17037.705078125,How does these places stay in business.,110967.8515625,1
How are things going with you?,327.08740234375,How is things going with you?,840.7937622070312,1
"It looks good on paper, but what do they really have?",152.89483642578125,"It looks good on paper, but what does they really have?",361.0617980957031,1
"People like this will never have my sympathy, nor do they deserve my sympathy.",427.4792175292969,"People like this will never have my sympathy, nor does they deserve my sympathy.",1091.979736328125,1
But do they know what they have heard?,286.36346435546875,But does they know what they have heard?,1198.705322265625,1
"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",174.38307189941406,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely does they give up.",257.6484680175781,1
What do they want to hear how you had to go round to the back door of the missionary 's house?,282.30181884765625,What does they want to hear how you had to go round to the back door of the missionary 's house?,441.0879821777344,1
"The below site from the US government verifies this-it 's the same for Canada ,too.....",2548.1416015625,"The below site from the US government verify this-it 's the same for Canada ,too.....",4331.3369140625,1
"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",66.83552551269531,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interpret or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",76.57583618164062,1
"In the best case, the clamoring for a ""refund"" subsides.",479.62042236328125,"In the best case, the clamoring for a ""refund"" subside.",564.0205078125,1
Can you accept that the road we are travelling points toward a grim and painful future?,1610.2132568359375,Can you accept that the road we are travelling point toward a grim and painful future?,1566.6871337890625,0
Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,1514.129638671875,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceed progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,984.3731079101562,0
"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",2216.280517578125,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthen the realist representation.",2254.60888671875,1
"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",803.29052734375,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes trouble modern critics and directors.",844.5366821289062,1
The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,192.81600952148438,The feeling of being swept along and of uncertainty as regards the future prevent you from seeing things in any perspective whatsoever.,252.70005798339844,1
"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",132.0115203857422,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generate around the world each year.",117.60254669189453,0
"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",400.0440979003906,"Your love life is full, and any dissatisfaction with career and money matters fade into the background.",495.78692626953125,1
Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,4375.67333984375,Examination of three views of the right foot demonstrate the second through fifth metatarsal head fractures.,4281.46728515625,0
"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",591.8688354492188,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remain limited.",606.806396484375,1
"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",148.47183227539062,"Yet a superficial fixation on China's headline GDP growth persist, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",153.89024353027344,1
"Then every element of S strictly precedes x, as x is in T.",4582.4794921875,"Then every element of S strictly precede x, as x is in T.",6310.814453125,1
"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",191.68743896484375,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approach.",211.8740234375,1
"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",395.04779052734375,"Your learning of concepts of all kinds combine with extensive group activity, bringing your mind into a whole new space this year.",452.5487060546875,1
The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,522.140869140625,The default view – the view in which the object is open when you carry out the Save As command – determine the design of the data access page.,538.2747802734375,1
"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.",257.874755859375,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signal a beginning of hibernation.",303.4906005859375,1
"Also, every element of S strictly precedes x, as x is in T.",2256.390869140625,"Also, every element of S strictly precede x, as x is in T.",3039.2275390625,1
"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",70.74853515625,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoist him by his own petard.",90.12682342529297,1
Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,754.9073486328125,Our project of a Europe that aims to satisfy social needs envisage the convergence of living conditions towards the highest common denominator.,1030.162109375,1
"China 's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",133.7210235595703,"China 's strong hand in this even extend to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",154.31466674804688,1
"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",474.3248596191406,"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commit just about every sin an online marketer could commit, and makes up a few new ones besides.",616.1321411132812,1
"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",53.06727600097656,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallize the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",51.14372253417969,0
"Indeed, its three-year plan for economic innovation, announced in February, aims to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",27.273929595947266,"Indeed, its three-year plan for economic innovation, announced in February, aim to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",31.2248592376709,1
"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.",69.28736877441406,"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interfere with the sovereignty of those countries.",67.79283142089844,0
I have to say the value of this place always amazes me.,246.60650634765625,I have to say the value of this place always amaze me.,552.2066650390625,1
"The mycelium, in the right conditions, produces a mushroom - it bursts through with such ferocity that it can break asphalt.",242.1248016357422,"The mycelium, in the right conditions, produce a mushroom - it bursts through with such ferocity that it can break asphalt.",281.1025390625,1
The title page of the 1594 edition of Titus Andronicus reveals that the play had been acted by three different troupes.,99.04633331298828,The title page of the 1594 edition of Titus Andronicus reveal that the play had been acted by three different troupes.,103.30977630615234,1
"In the photo on the couch, the pillow she is resting on clashes with everything else in the shot.",264.1225280761719,"In the photo on the couch, the pillow she is resting on clash with everything else in the shot.",318.92303466796875,1
"But Carney argues that, on the contrary, the rest of the British economy benefits from having a global financial center in its midst.",263.1462707519531,"But Carney argues that, on the contrary, the rest of the British economy benefit from having a global financial center in its midst.",393.9978942871094,1
"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aims to reduce the environmental impacts of products across the whole of their life cycle.",164.62490844726562,"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aim to reduce the environmental impacts of products across the whole of their life cycle.",176.4036407470703,1
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",67.09675598144531,"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shape your destiny.",76.49325561523438,1
"Of course the paper written by Mr Eichelberger and his Egyptian collaborators states that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",251.00375366210938,"Of course the paper written by Mr Eichelberger and his Egyptian collaborators state that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",246.60626220703125,0
"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – relies on radiation to sterilize males, which are then released into infested areas to mate.",45.433170318603516,"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – rely on radiation to sterilize males, which are then released into infested areas to mate.",60.688507080078125,1
"The name ""Caribbean"" derives from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",28.585845947265625,"The name ""Caribbean"" derive from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",31.651123046875,1
"The centrality of a father in this novel matches Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",245.61309814453125,"The centrality of a father in this novel match Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",369.3709411621094,1
Another theme of the Skylark novels involves precursors of modern information technology.,2401.814697265625,Another theme of the Skylark novels involve precursors of modern information technology.,2667.44140625,1
"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligates ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system.",538.4382934570312,"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligate ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system.",547.4293823242188,1
"If you move the line downward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line lengthens.",73.98794555664062,"If you move the line downward, the distance between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line lengthens.",91.58279418945312,1
"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line lengthens.",30.611127853393555,"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remain constant, and the perpendicular line to the left of the moving line lengthens.",35.04984664916992,1
"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line contracts.",33.02396774291992,"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remain constant, and the perpendicular line to the left of the moving line contracts.",37.3381233215332,1
"A MILNET brief issued in February 2005 reports, ""Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf.",334.3052978515625,"A MILNET brief issued in February 2005 report, ""Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf.",326.9017028808594,0
The delicacy of the light also affects me.,1264.233154296875,The delicacy of the light also affect me.,2587.966796875,1
"In Othello, the villain Iago stokes Othello's sexual jealousy to the point where he murders the innocent wife who loves him.",63.82863235473633,"In Othello, the villain Iago stoke Othello's sexual jealousy to the point where he murders the innocent wife who loves him.",93.02398681640625,1
"Furthermore, I would like to reiterate that RAC 's goal, prior to quoting any credit reserve, is to be 100% confident that: (i) the methodology that is being employed is consistent among the internal groups; and (ii) the inherent value of the price risk management contracts matches.",123.02487182617188,"Furthermore, I would like to reiterate that RAC 's goal, prior to quoting any credit reserve, is to be 100% confident that: (i) the methodology that is being employed is consistent among the internal groups; and (ii) the inherent value of the price risk management contracts match.",122.56815338134766,0
"The ever increasing volume of goods passing through Europe entails all kinds of risks, known and unknown, for employees and the social environment.",273.4969482421875,"The ever increasing volume of goods passing through Europe entail all kinds of risks, known and unknown, for employees and the social environment.",258.67169189453125,0
"The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrates .",150.90811157226562,"The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrate .",167.10626220703125,1
"Mr President, the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.",665.9445190429688,"Mr President, the priority given to financial and monetary criteria reinforce the increase in inequalities of every shape and form.",649.5447387695312,0
"It is also a fact that almost everybody in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.",107.10610961914062,"It is also a fact that almost everybody in the region blame this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.",150.0482940673828,1
"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.",80.73709869384766,"If you move the line upward, the distance between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line contracts.",103.0406723022461,1
"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.",104.9603500366211,"As the hysteria of the 2016 Presidential election intensify, a more troubling threat than bullshit preoccupies Karel.",150.42166137695312,1
"Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplements the debate which we held in October on rail transport.",260.9255676269531,"Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplement the debate which we held in October on rail transport.",271.1896667480469,1
"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.",104.9603500366211,"As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupy Karel.",114.82937622070312,1
"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it.",143.1667022705078,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrate you were in mortal danger and did n't absent yourself from it.",150.9063262939453,1
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",67.09675598144531,"Remember that what you do to yourself affect me and everybody else, remember that what you do to me and anyone else shapes your destiny.",83.54791259765625,1
A nearly infinite reserve of energy propels the characters in Balzac's novels.,6482.7392578125,A nearly infinite reserve of energy propel the characters in Balzac's novels.,11717.484375,1
"A second set of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.",216.05389404296875,"A second set of problems concern the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.",247.6501922607422,1
South Korea's success over the last five decades owes much to the rapid growth of its well-educated labor force.,116.23979949951172,South Korea's success over the last five decades owe much to the rapid growth of its well-educated labor force.,125.70179748535156,1
"The introduction of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.",235.7158203125,"The introduction of interim targets increase the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.",265.39801025390625,1
"He always hugs me when he comes, but he gave me at least 5 tight, long, back rubbing hugs while he was there.",318.3260803222656,"He always hug me when he comes, but he gave me at least 5 tight, long, back rubbing hugs while he was there.",327.040283203125,1
The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).,300.5008239746094,The 1616 edition of Ben Jonson's Works name him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).,334.6689453125,1
"With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.",38.00417709350586,"With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project reside.",41.00959777832031,1
"11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exists.",735.84423828125,"11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exist.",1081.3790283203125,1
"There 's holes everywhere in the ceiling, sewage constantly leaks through the ceiling, and the whole condition of the school is horrible.",451.857177734375,"There 's holes everywhere in the ceiling, sewage constantly leak through the ceiling, and the whole condition of the school is horrible.",418.9148864746094,0
"Which 's good, anything good counts.",32005.28125,"Which 's good, anything good count.",66122.3046875,1
This Amendment amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.,374.482177734375,This Amendment amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.,352.0428466796875,0
"His cassock, dark red, swells with the body.",3852.491943359375,"His cassock, dark red, swell with the body.",5178.97021484375,1
"No written contemporary description of Shakespeare's physical appearance survives, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.",211.18511962890625,"No written contemporary description of Shakespeare's physical appearance survive, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.",226.9013214111328,1
"It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.",260.0894470214844,"It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determine the likelihood of having a learning disability or attention deficit disorder.",256.2674865722656,0
"As it stands, while the services sector accounts for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.",51.10227584838867,"As it stands, while the services sector account for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.",52.62308120727539,1
The historical city hall in Obermarsberg originates from the 13th century and was refurbished after the Thirty Years ' War.,200.43592834472656,The historical city hall in Obermarsberg originate from the 13th century and was refurbished after the Thirty Years ' War.,218.8976287841797,1
Perhaps that 's why a surge of tears clouds his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.,1201.4783935546875,Perhaps that 's why a surge of tears cloud his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.,1434.1993408203125,1
"I really like the MIUI, but a process crashes repeatedly about every 3 seconds.",1126.385009765625,"I really like the MIUI, but a process crash repeatedly about every 3 seconds.",1636.35595703125,1
"This strength of design ensures that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.",2000.5972900390625,"This strength of design ensure that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.",2518.958251953125,1
"Meats are kept VERY cold, seafood smells fresh and the serving bar is VERY clean.",1352.5794677734375,"Meats are kept VERY cold, seafood smell fresh and the serving bar is VERY clean.",1537.7310791015625,1
Someone observes that the Church is a worshiper of success and always follows the majorities.,1631.7860107421875,Someone observe that the Church is a worshiper of success and always follows the majorities.,1722.510498046875,1
Entitlement to free abortions equates with women having the right to manage their lives and make decisions about their own bodies.,123.55668640136719,Entitlement to free abortions equate with women having the right to manage their lives and make decisions about their own bodies.,115.21709442138672,0
"As the American public gradually wearies of the Iraq crisis, some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism.",107.50778198242188,"As the American public gradually weary of the Iraq crisis, some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism.",60.06163024902344,0
"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.",80.73709869384766,"If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contract.",93.32063293457031,1
"He is pimply, his neck is thin, his blue eyes goggle, his underlip extrudes.",1057.0374755859375,"He is pimply, his neck is thin, his blue eyes goggle, his underlip extrude.",992.0453491210938,0
Our letter agreement simply memorializes that we will charge the same negotiated rate whether the gas flows on primaries or alternates.,3203.6474609375,Our letter agreement simply memorialize that we will charge the same negotiated rate whether the gas flows on primaries or alternates.,2609.004638671875,0
"Habitat destruction vastly increases an area 's vulnerability to natural disasters like flood and drought, crop failure, spread of disease, and water contamination.",113.13980865478516,"Habitat destruction vastly increase an area 's vulnerability to natural disasters like flood and drought, crop failure, spread of disease, and water contamination.",117.04740142822266,1
"These include two operas by Giuseppe Verdi, Otello and Falstaff, whose critical standing compares with that of the source plays.",326.0873107910156,"These include two operas by Giuseppe Verdi, Otello and Falstaff, whose critical standing compare with that of the source plays.",358.41290283203125,1
"Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remains among the best recruiting posters for al-Qaida with young Muslim men.",204.46453857421875,"Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remain among the best recruiting posters for al-Qaida with young Muslim men.",227.7740936279297,1
What person(s) in London prepares credit for the English and Singapore financial transactions?,1418.0692138671875,What person(s) in London prepare credit for the English and Singapore financial transactions?,1655.9345703125,1
"And though he is not permitted to sit beside women unrelated to him or to look at them or to communicate with them in any manner (all of which probably saves him a great deal of trouble), he seems a good-hearted young man and he is visibly enjoying himself.",142.93873596191406,"And though he is not permitted to sit beside women unrelated to him or to look at them or to communicate with them in any manner (all of which probably save him a great deal of trouble), he seems a good-hearted young man and he is visibly enjoying himself.",148.41485595703125,1
"As you sit above the world, the warmth of the golden sun penetrates your body and makes you feel warmer and warmer.",99.1829605102539,"As you sit above the world, the warmth of the golden sun penetrate your body and makes you feel warmer and warmer.",159.05577087402344,1
"The reported finding at Dugway undermines the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes.",374.3320617675781,"The reported finding at Dugway undermine the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes.",424.4234619140625,1
Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.,458.4606018066406,Every student of political science debate how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.,471.9316101074219,1
"Edward Shinza 's one of the few who did his stretch and got his head split open that time by Her Majesty 's brave boys, and where 's he... back in the Bashi Flats among his old wives, for all I know, no one even mentions his name.",991.5407104492188,"Edward Shinza 's one of the few who did his stretch and got his head split open that time by Her Majesty 's brave boys, and where 's he... back in the Bashi Flats among his old wives, for all I know, no one even mention his name.",1040.8336181640625,1
"""Look how the academy returns the pretty ones we send them!",53347.86328125,"""Look how the academy return the pretty ones we send them!",56591.5546875,1
His art perfectly combines painting and Chinese calligraphy.,1565.593017578125,His art perfectly combine painting and Chinese calligraphy.,2099.936767578125,1
