Input,Expected,Predicted
"From the numbers 309 and 466, write the bigger number: ",466, 466 and 466
"Q: Of the numbers 348 and 15, which is bigger? A:",348," 348 and 15,"
"Q: Of the numbers 639 and 919, which is bigger? A:",919, 919 and 919
"Q: Which number is bigger, 221 or 562? A:",562, 562:
"From the numbers 901 and 520, write the bigger number: ",901, 901 and 520
"From the numbers 404 and 130, write the bigger number: ",404, 404 and 130
"Q: Which number is bigger, 260 or 749? A:",749, 749 or 749
"Q: Of the numbers 305 and 60, which is bigger? A:",305, 605 and 605
"From the numbers 846 and 520, write the bigger number: ",846, 846 and 520
"Q: Which number is bigger, 708 or 317? A:",708, 708 or 317
"Q: Which number is bigger, 892 or 335? A:",892, 892 or 335
"Q: Of the numbers 887 and 990, which is bigger? A:",990, 9908 and 9
"Q: Of the numbers 516 and 292, which is bigger? A:",516, 516 and 292
"Q: Which number is bigger, 990 or 498? A:",990, 990 or 498
"Q: Of the numbers 308 and 97, which is bigger? A:",308, 97 is bigger? a
"Q: Which number is bigger, 411 or 604? A:",604, 604 or 604
"Q: Which number is bigger, 221 or 552? A:",552, 552 or 552
"Q: Of the numbers 454 and 810, which is bigger? A:",810, 810 and 810
"From the numbers 510 and 188, write the bigger number: ",510," 510 and 188,"
"Q: Which number is bigger, 507 or 512? A:",512, 512 or 512
"From the numbers 492 and 279, write the bigger number: ",492, 492 and 279
"From the numbers 708 and 317, write the bigger number: ",708, 708 and 317
"Q: Which number is bigger, 423 or 185? A:",423, 423 or 185?
"From the numbers 950 and 369, write the bigger number: ",950, 950 and 369
"Q: Which number is bigger, 101 or 723? A:",723," 723 is bigger,"
"Q: Which number is bigger, 523 or 772? A:",772, 772:
"Q: Of the numbers 829 and 369, which is bigger? A:",829, 829 and 369
"Q: Of the numbers 203 and 466, which is bigger? A:",466, 466 and 466
"From the numbers 854 and 342, write the bigger number: ",854, 854 and 342
"Q: Of the numbers 651 and 142, which is bigger? A:",651, 651 and 142
"Q: Which number is bigger, 309 or 549? A:",549, 549 or 549
"Q: Of the numbers 564 and 140, which is bigger? A:",564, 564 and 140
"Q: Of the numbers 20 and 883, which is bigger? A:",883, 883 is bigger?
"From the numbers 260 and 749, write the bigger number: ",749, 749:
"Q: Of the numbers 374 and 540, which is bigger? A:",540, 540 and 540
"Q: Which number is bigger, 881 or 248? A:",881, 881 or 248
"Q: Which number is bigger, 72 or 140? A:",140, 72 or 140 is
"Q: Which number is bigger, 74 or 866? A:",866, 866? a:
"From the numbers 772 and 549, write the bigger number: ",772, 772 and 549
"Q: Of the numbers 217 and 670, which is bigger? A:",670, 670 and 670
"Q: Of the numbers 23 and 696, which is bigger? A:",696, 696 is bigger?
"Q: Of the numbers 321 and 800, which is bigger? A:",800," 800 and 800, which"
"Q: Which number is bigger, 948 or 547? A:",948, 948 or 547
"Q: Which number is bigger, 469 or 777? A:",777, 777 or 777
"Q: Which number is bigger, 540 or 207? A:",540, 540 or 207
"Q: Of the numbers 367 and 493, which is bigger? A:",493, 493 and 493
"Q: Of the numbers 210 and 872, which is bigger? A:",872, 872 is bigger?
"From the numbers 123 and 59, write the bigger number: ",123, 593 and 593
"From the numbers 781 and 153, write the bigger number: ",781, 781 and 153
"Q: Of the numbers 940 and 164, which is bigger? A:",940, 940 and 164
"From the numbers 929 and 842, write the bigger number: ",929, 929 and 842
"From the numbers 915 and 448, write the bigger number: ",915, 915 and 448
"From the numbers 720 and 576, write the bigger number: ",720, 720 and 576
"Q: Which number is bigger, 62 or 802? A:",802," 802 is bigger,"
"From the numbers 147 and 576, write the bigger number: ",576, 576 and 576
"From the numbers 482 and 202, write the bigger number: ",482," 482 and 202,"
"From the numbers 720 and 739, write the bigger number: ",739, 739 is a number
"Q: Which number is bigger, 914 or 555? A:",914, 914 or 555
"Q: Of the numbers 546 and 350, which is bigger? A:",546, 546 and 450
"From the numbers 541 and 97, write the bigger number: ",541, 97:
"Q: Which number is bigger, 18 or 929? A:",929," 929 is bigger,"
"From the numbers 839 and 45, write the bigger number: ",839," 839 and 45,"
"Q: Which number is bigger, 383 or 675? A:",675," 675 is bigger,"
"Q: Of the numbers 672 and 744, which is bigger? A:",744, 744 and 744
"Q: Which number is bigger, 740 or 187? A:",740, 740 or 187?
"From the numbers 320 and 111, write the bigger number: ",320, 320 and 111
"Q: Of the numbers 445 and 528, which is bigger? A:",528, 528:
"From the numbers 157 and 694, write the bigger number: ",694, 694 and 694
"Q: Of the numbers 912 and 28, which is bigger? A:",912," 912 and 28,"
"Q: Of the numbers 534 and 46, which is bigger? A:",534, 534 and 464
"Q: Which number is bigger, 206 or 306? A:",306, 306 or 306
"Q: Which number is bigger, 852 or 713? A:",852, 852 or 713
"Q: Of the numbers 11 and 847, which is bigger? A:",847, 847? which is
"Q: Of the numbers 29 and 920, which is bigger? A:",920, 920 and 920
"Q: Which number is bigger, 194 or 262? A:",262, 262:
"From the numbers 197 and 95, write the bigger number: ",197," 95, write the bigger"
"From the numbers 239 and 287, write the bigger number: ",287, 287 and 287
"Q: Which number is bigger, 814 or 826? A:",826," 826 is bigger,"
"From the numbers 658 and 588, write the bigger number: ",658, 658 and 588
"From the numbers 462 and 438, write the bigger number: ",462, 462 and 438
"Q: Of the numbers 593 and 269, which is bigger? A:",593, 593 and 269
"Q: Which number is bigger, 356 or 704? A:",704, 704 or 704
"From the numbers 11 and 847, write the bigger number: ",847," 847, write the"
"Q: Of the numbers 738 and 497, which is bigger? A:",738, 738 and 497
"From the numbers 48 and 615, write the bigger number: ",615, 615:
"Q: Of the numbers 407 and 905, which is bigger? A:",905, 905 and 905
"Q: Which number is bigger, 299 or 784? A:",784, 784 or 784
"Q: Of the numbers 459 and 931, which is bigger? A:",931, 931 and 931
"Q: Which number is bigger, 342 or 650? A:",650, 650 or 650
"From the numbers 634 and 581, write the bigger number: ",634, 634 and 581
"Q: Of the numbers 716 and 385, which is bigger? A:",716, 716 and 385
"From the numbers 990 and 498, write the bigger number: ",990, 990 and 498
"Q: Which number is bigger, 749 or 441? A:",749, 749 or 441
"Q: Which number is bigger, 645 or 521? A:",645, 645 or 521
"Q: Which number is bigger, 538 or 732? A:",732, 538 or 732
"From the numbers 876 and 35, write the bigger number: ",876," 876 and 35,"
"Q: Of the numbers 514 and 944, which is bigger? A:",944, 944 and 944
"Q: Of the numbers 444 and 901, which is bigger? A:",901, 901 is bigger?
"Q: Which number is bigger, 676 or 514? A:",676, 676 or 514
"Q: Of the numbers 954 and 358, which is bigger? A:",954, 954 and 358
"Q: Of the numbers 50 and 375, which is bigger? A:",375, 375 and 475
"Q: Which number is bigger, 437 or 280? A:",437, 437 or 280
"Q: Of the numbers 586 and 983, which is bigger? A:",983, 983:
"From the numbers 455 and 45, write the bigger number: ",455, 455 and 455
"Q: Which number is bigger, 902 or 427? A:",902, 902 or 427
"From the numbers 152 and 264, write the bigger number: ",264, 264 and 264
"Q: Which number is bigger, 737 or 196? A:",737, 737 or 196?
"Q: Which number is bigger, 374 or 859? A:",859, 859 or 859
"Q: Of the numbers 810 and 529, which is bigger? A:",810, 810 and 529
"Q: Of the numbers 484 and 603, which is bigger? A:",603, 603 and 603
"Q: Which number is bigger, 738 or 497? A:",738, 738 or 497
"From the numbers 620 and 766, write the bigger number: ",766, 766 and 766
"Q: Of the numbers 74 and 439, which is bigger? A:",439, 74 and 439 are
"Q: Of the numbers 231 and 397, which is bigger? A:",397, 397 and 397
"From the numbers 260 and 36, write the bigger number: ",260, 260 and 361
"From the numbers 42 and 936, write the bigger number: ",936," 936, write the"
"Q: Which number is bigger, 467 or 552? A:",552, 467 or 552
"From the numbers 520 and 997, write the bigger number: ",997, 997:
"From the numbers 221 and 552, write the bigger number: ",552, 552 and 552
"Q: Of the numbers 676 and 306, which is bigger? A:",676, 676 and 306
"Q: Of the numbers 402 and 670, which is bigger? A:",670, 670 and 670
"From the numbers 767 and 564, write the bigger number: ",767, 767 and 564
"Q: Which number is bigger, 321 or 800? A:",800, 800 or 800? a
"Q: Which number is bigger, 654 or 144? A:",654, 654 or 144
"Q: Which number is bigger, 924 or 911? A:",924, 924 or 924
"Q: Which number is bigger, 309 or 466? A:",466, 466 or 466
"Q: Of the numbers 741 and 817, which is bigger? A:",817, 817 and 817
"From the numbers 917 and 705, write the bigger number: ",917, 917 and 705
"Q: Of the numbers 138 and 300, which is bigger? A:",300, 300:
"Q: Of the numbers 467 and 552, which is bigger? A:",552, 467 and 552
"Q: Which number is bigger, 124 or 940? A:",940, 940 or 940
"From the numbers 374 and 540, write the bigger number: ",540, 540 and 540
"Q: Of the numbers 709 and 527, which is bigger? A:",709, 709 and 527
"Q: Which number is bigger, 74 or 948? A:",948," 948 is bigger,"
"Q: Which number is bigger, 555 or 231? A:",555, 555 or 231
"From the numbers 636 and 826, write the bigger number: ",826, 826 and 826
"Q: Of the numbers 355 and 817, which is bigger? A:",817, 817 and 817
"Q: Which number is bigger, 941 or 632? A:",941, 941 or 632
"Q: Of the numbers 403 and 386, which is bigger? A:",403, 403 and 386
"Q: Of the numbers 383 and 226, which is bigger? A:",383, 383 and 226
"From the numbers 863 and 860, write the bigger number: ",863, 8603 and 8
"Q: Which number is bigger, 751 or 410? A:",751, 751 or 410
"Q: Which number is bigger, 275 or 435? A:",435," 435 is bigger,"
"Q: Of the numbers 26 and 783, which is bigger? A:",783, 783:
"Q: Which number is bigger, 766 or 978? A:",978, 978 or 978
"Q: Of the numbers 774 and 926, which is bigger? A:",926, 926 and 926
"From the numbers 995 and 163, write the bigger number: ",995, 995 and 163
"Q: Which number is bigger, 605 or 642? A:",642, 642 or 642
"From the numbers 296 and 185, write the bigger number: ",296, 296 and 185:
"Q: Which number is bigger, 632 or 260? A:",632, 632 or 260
"From the numbers 946 and 761, write the bigger number: ",946, 946 and 761
"Q: Of the numbers 328 and 843, which is bigger? A:",843, 843 and 843
"Q: Which number is bigger, 508 or 249? A:",508, 508 or 249
"Q: Which number is bigger, 642 or 273? A:",642, 642 or 273
"Q: Of the numbers 260 and 749, which is bigger? A:",749," 749, which is"
"Q: Which number is bigger, 573 or 550? A:",573, 573 or 550
"Q: Which number is bigger, 390 or 587? A:",587, 490 or 587
"From the numbers 678 and 278, write the bigger number: ",678, 678 and 278
"Q: Of the numbers 586 and 393, which is bigger? A:",586, 586 and 393
"Q: Of the numbers 721 and 829, which is bigger? A:",829, 829 and 829
"Q: Which number is bigger, 846 or 520? A:",846, 846 or 520
"Q: Of the numbers 284 and 388, which is bigger? A:",388, 388 and 388
"From the numbers 451 and 21, write the bigger number: ",451, 451 and 21:
"From the numbers 677 and 477, write the bigger number: ",677, 677 and 477
"Q: Of the numbers 432 and 729, which is bigger? A:",729, 729 is bigger?
"From the numbers 366 and 277, write the bigger number: ",366, 366 and 277
"From the numbers 629 and 512, write the bigger number: ",629, 629 and 512
"From the numbers 97 and 393, write the bigger number: ",393," 973, write the"
"Q: Of the numbers 986 and 619, which is bigger? A:",986, 986 and 619
"Q: Of the numbers 449 and 926, which is bigger? A:",926, 926 and 926
"Q: Which number is bigger, 913 or 350? A:",913, 913 or 350
"Q: Of the numbers 609 and 293, which is bigger? A:",609, 609 and 293
"Q: Which number is bigger, 415 or 253? A:",415, 415 or 253
"From the numbers 486 and 491, write the bigger number: ",491, 486 and 491
"From the numbers 351 and 599, write the bigger number: ",599, 599 and 599
"From the numbers 867 and 755, write the bigger number: ",867, 755:
"From the numbers 60 and 395, write the bigger number: ",395, 405:
"Q: Which number is bigger, 576 or 569? A:",576, 576 or 569
"Q: Of the numbers 854 and 342, which is bigger? A:",854, 854 and 342
"Q: Of the numbers 681 and 432, which is bigger? A:",681, 681 and 432
"From the numbers 940 and 164, write the bigger number: ",940, 940 and 164
"Q: Which number is bigger, 114 or 83? A:",114," 83 is bigger, 83"
"Q: Of the numbers 190 and 939, which is bigger? A:",939, 939 is bigger?
"Q: Of the numbers 351 and 948, which is bigger? A:",948," 948, which is"
"From the numbers 74 and 866, write the bigger number: ",866," 866, write the"
"Q: Of the numbers 767 and 564, which is bigger? A:",767, 767 and 564
"Q: Which number is bigger, 395 or 119? A:",395, 395 or 119
"Q: Which number is bigger, 830 or 419? A:",830, 830 or 419
"Q: Of the numbers 838 and 696, which is bigger? A:",838, 838 and 696
"Q: Which number is bigger, 308 or 97? A:",308," 97 is bigger, 97"
"Q: Which number is bigger, 529 or 813? A:",813, 813? a:
"Q: Which number is bigger, 736 or 243? A:",736, 736 or 243
"Q: Which number is bigger, 891 or 777? A:",891, 891 or 777
"Q: Of the numbers 679 and 400, which is bigger? A:",679," 679 and 400,"
"Q: Which number is bigger, 946 or 761? A:",946, 946 or 761
"From the numbers 116 and 934, write the bigger number: ",934, 934 and 934
"Q: Which number is bigger, 137 or 442? A:",442, 442:
"Q: Which number is bigger, 249 or 39? A:",249, 391 or 391
"From the numbers 157 and 134, write the bigger number: ",157, 157 and 134
"From the numbers 65 and 601, write the bigger number: ",601, 601:
"Q: Of the numbers 448 and 653, which is bigger? A:",653, 653:
"Q: Of the numbers 608 and 524, which is bigger? A:",608, 608 and 524
"Q: Of the numbers 948 and 547, which is bigger? A:",948, 948 and 547
"From the numbers 940 and 508, write the bigger number: ",940, 940 and 508
"Q: Which number is bigger, 206 or 817? A:",817, 817:
"From the numbers 278 and 585, write the bigger number: ",585, 585 and 585
"From the numbers 533 and 486, write the bigger number: ",533, 486 and 486
"Q: Which number is bigger, 195 or 72? A:",195, 195 or 72? a
"Q: Which number is bigger, 257 or 606? A:",606, 606 or 606
"Q: Of the numbers 260 and 36, which is bigger? A:",260, 260 and 361
"Q: Which number is bigger, 116 or 570? A:",570, 570 or 570
"Q: Of the numbers 457 and 74, which is bigger? A:",457, 747 and 741
"From the numbers 597 and 105, write the bigger number: ",597, 597 and 105
"Q: Which number is bigger, 998 or 763? A:",998, 998 or 763
"Q: Of the numbers 571 and 73, which is bigger? A:",571, 731 and 731
"Q: Of the numbers 451 and 173, which is bigger? A:",451, 451 and 173
"Q: Of the numbers 538 and 370, which is bigger? A:",538, 538 and 470
"Q: Which number is bigger, 460 or 272? A:",460, 460 or 272
"Q: Which number is bigger, 610 or 890? A:",890, 890 or 890
"Q: Of the numbers 450 and 986, which is bigger? A:",986, 986 and 986
"Q: Which number is bigger, 966 or 846? A:",966, 966 or 966
"From the numbers 129 and 526, write the bigger number: ",526," 526, write the"
"Q: Of the numbers 114 and 83, which is bigger? A:",114, 83 is bigger? a
"From the numbers 586 and 701, write the bigger number: ",701, 701:
"Q: Which number is bigger, 909 or 859? A:",909, 859 or 859
"From the numbers 697 and 972, write the bigger number: ",972, 972 and 972
"Q: Of the numbers 885 and 558, which is bigger? A:",885, 885 and 558
"Q: Of the numbers 78 and 38, which is bigger? A:",78, 38:
"Q: Of the numbers 913 and 350, which is bigger? A:",913, 913 and 450
"Q: Which number is bigger, 748 or 964? A:",964," 964 is bigger,"
"From the numbers 587 and 942, write the bigger number: ",942, 942 and 942
"From the numbers 957 and 676, write the bigger number: ",957, 957 and 676
"Q: Of the numbers 187 and 945, which is bigger? A:",945, 945 and 945
"Q: Of the numbers 269 and 827, which is bigger? A:",827, 827 and 827
"Q: Which number is bigger, 490 or 274? A:",490, 490 or 274
"From the numbers 749 and 441, write the bigger number: ",749, 749 and 441
"From the numbers 853 and 251, write the bigger number: ",853, 853 and 251
"From the numbers 848 and 981, write the bigger number: ",981, 981 and 981
"Q: Which number is bigger, 463 or 654? A:",654, 654 or 654
"Q: Of the numbers 994 and 624, which is bigger? A:",994, 994 and 624
"Q: Of the numbers 268 and 441, which is bigger? A:",441, 441:
"Q: Of the numbers 670 and 982, which is bigger? A:",982, 982 and 982
"Q: Of the numbers 307 and 594, which is bigger? A:",594, 594 and 594
"From the numbers 946 and 228, write the bigger number: ",946, 946 and 228
"From the numbers 114 and 775, write the bigger number: ",775," 775, write the"
"Q: Of the numbers 888 and 15, which is bigger? A:",888," 888 and 15,"
"From the numbers 651 and 142, write the bigger number: ",651, 651 and 142
"Q: Of the numbers 675 and 246, which is bigger? A:",675, 675 and 246
"From the numbers 734 and 428, write the bigger number: ",734, 734 and 428
"Q: Which number is bigger, 604 or 446? A:",604, 604 or 446
"Q: Of the numbers 835 and 52, which is bigger? A:",835, 835 and 52 is
"From the numbers 274 and 565, write the bigger number: ",565, 274 and 565
"Q: Which number is bigger, 143 or 248? A:",248, 248 or 248
"Q: Of the numbers 893 and 793, which is bigger? A:",893, 893 and 793
"From the numbers 952 and 257, write the bigger number: ",952, 952 and 257
"Q: Which number is bigger, 63 or 378? A:",378, 378 or 378
"Q: Of the numbers 143 and 248, which is bigger? A:",248, 248 and 248
"Q: Which number is bigger, 496 or 558? A:",558, 558 or 558
"Q: Of the numbers 829 and 138, which is bigger? A:",829, 829 and 138
"From the numbers 986 and 464, write the bigger number: ",986, 986 and 464
"Q: Which number is bigger, 198 or 894? A:",894, 894 or 894
"From the numbers 355 and 817, write the bigger number: ",817, 817 and 817
"From the numbers 912 and 28, write the bigger number: ",912," 912 and 28,"
"Q: Which number is bigger, 389 or 611? A:",611, 611:
"From the numbers 571 and 31, write the bigger number: ",571," 571 and 31,"
"Q: Which number is bigger, 546 or 350? A:",546, 546 or 350
"From the numbers 703 and 290, write the bigger number: ",703, 703 and 290
"Q: Of the numbers 260 and 553, which is bigger? A:",553, 553 and 553
"From the numbers 411 and 389, write the bigger number: ",411, 411 and 389
"From the numbers 891 and 359, write the bigger number: ",891, 891 and 359
"Q: Of the numbers 96 and 402, which is bigger? A:",402, 96 and 402 are
"Q: Which number is bigger, 867 or 756? A:",867, 867 or 756
"Q: Which number is bigger, 464 or 941? A:",941," 941 is bigger,"
"Q: Which number is bigger, 607 or 773? A:",773, 773 or 773
"Q: Of the numbers 161 and 759, which is bigger? A:",759, 759:
"Q: Of the numbers 595 and 495, which is bigger? A:",595, 595 and 495
"Q: Of the numbers 741 and 816, which is bigger? A:",816, 816 and 816
"From the numbers 179 and 643, write the bigger number: ",643, 643:
"Q: Which number is bigger, 845 or 981? A:",981," 981 is bigger,"
"Q: Which number is bigger, 678 or 278? A:",678, 678 or 278
"Q: Of the numbers 137 and 538, which is bigger? A:",538, 538 and 538
"Q: Of the numbers 92 and 617, which is bigger? A:",617, 617 and 617
"Q: Which number is bigger, 158 or 292? A:",292, 292:
"Q: Of the numbers 864 and 530, which is bigger? A:",864, 864 and 530
"Q: Of the numbers 982 and 26, which is bigger? A:",982," 982 and 26,"
"Q: Of the numbers 153 and 406, which is bigger? A:",406, 406 and 406
"Q: Which number is bigger, 212 or 858? A:",858, 858 or 858
"Q: Of the numbers 455 and 45, which is bigger? A:",455, 455 and 455
"Q: Which number is bigger, 773 or 142? A:",773, 773 or 142
"From the numbers 942 and 736, write the bigger number: ",942, 942 and 736
"Q: Which number is bigger, 480 or 93? A:",480," 93 is bigger, 9"
"Q: Which number is bigger, 795 or 75? A:",795, 795 or 755
"Q: Which number is bigger, 196 or 694? A:",694, 694 or 694
"From the numbers 953 and 229, write the bigger number: ",953, 953 and 229
"Q: Of the numbers 676 and 514, which is bigger? A:",676, 676 and 514
"Q: Which number is bigger, 355 or 723? A:",723," 723 is bigger,"
"Q: Which number is bigger, 188 or 872? A:",872, 872:
"Q: Of the numbers 645 and 521, which is bigger? A:",645, 645 and 521
"From the numbers 707 and 884, write the bigger number: ",884, 884 and 884
"Q: Of the numbers 473 and 152, which is bigger? A:",473, 473 and 152
"Q: Of the numbers 766 and 847, which is bigger? A:",847, 847 and 847
"Q: Of the numbers 702 and 80, which is bigger? A:",702, 702 and 802
"From the numbers 25 and 343, write the bigger number: ",343, 343:
"Q: Of the numbers 994 and 361, which is bigger? A:",994, 994 and 361
"Q: Which number is bigger, 343 or 351? A:",351, 351 or 351
"Q: Which number is bigger, 852 or 58? A:",852, 852:
"Q: Which number is bigger, 723 or 488? A:",723, 723 or 488
"From the numbers 809 and 605, write the bigger number: ",809, 809 and 605
"Q: Which number is bigger, 320 or 52? A:",320, 320 or 52?
"From the numbers 374 and 390, write the bigger number: ",390, 390:
"Q: Of the numbers 839 and 879, which is bigger? A:",879, 879 and 879
"From the numbers 283 and 160, write the bigger number: ",283, 283 and 160
"From the numbers 158 and 816, write the bigger number: ",816, 816 and 816
"Q: Of the numbers 589 and 247, which is bigger? A:",589, 589 and 247
"Q: Which number is bigger, 803 or 137? A:",803, 803 or 137
"From the numbers 187 and 945, write the bigger number: ",945, 945 and 945
"Q: Which number is bigger, 192 or 827? A:",827," 827 is bigger,"
"From the numbers 619 and 150, write the bigger number: ",619," 619 and 150,"
"Q: Of the numbers 197 and 95, which is bigger? A:",197, 951 and 951
"Q: Which number is bigger, 360 or 601? A:",601, 601 is bigger than
"Q: Of the numbers 162 and 737, which is bigger? A:",737, 737 and 737
"Q: Which number is bigger, 949 or 578? A:",949, 949 or 578
"Q: Which number is bigger, 899 or 100? A:",899, 899 or 100?
"Q: Of the numbers 704 and 893, which is bigger? A:",893, 893 and 893
"Q: Of the numbers 124 and 977, which is bigger? A:",977, 977 and 977
"Q: Which number is bigger, 928 or 160? A:",928, 928 or 160
"Q: Of the numbers 58 and 451, which is bigger? A:",451, 451 is bigger?
"Q: Which number is bigger, 532 or 756? A:",756, 756 or 756
"Q: Which number is bigger, 127 or 76? A:",127, 76 or 76? a
"From the numbers 663 and 15, write the bigger number: ",663," 663 and 15,"
"Q: Of the numbers 876 and 35, which is bigger? A:",876," 876 and 35,"
"Q: Of the numbers 654 and 144, which is bigger? A:",654, 654 and 144
"Q: Which number is bigger, 157 or 694? A:",694, 694 or 694
"Q: Which number is bigger, 300 or 197? A:",300, 300 or 199? a
"Q: Which number is bigger, 456 or 811? A:",811, 811:
"Q: Which number is bigger, 209 or 619? A:",619, 619 or 619
"Q: Which number is bigger, 433 or 56? A:",433, 433 or 56?
"Q: Which number is bigger, 250 or 167? A:",250, 167:
